cust_id,gender,religion,employment,postal_code,number_client_calls_to_BANK,cat_number_client_calls_from_BANK,age,relationship_length
36590,F,U,Public Sector,10,3,0,,
36591,M,C,Private Sector,40,3,0,33.0,2.0
36592,F,C,Public Sector,40,0,1,32.0,1.0
36593,F,U,Self-employed,30,0,0,26.0,2.0
36594,M,J,Private Sector,30,1,2,32.0,2.0
36595,F,J,Self-employed,40,0,0,26.0,0.0
36596,F,J,Public Sector,60,1,1,36.0,1.0
36597,M,M,Unemployed,80,3,1,36.0,3.0
36598,M,U,Private Sector,20,0,0,44.0,3.0
36599,M,U,Self-employed,60,2,0,34.0,4.0
36600,M,C,Public Sector,20,0,1,24.0,2.0
36601,M,U,Public Sector,10,0,0,40.0,2.0
36602,M,U,Private Sector,40,0,0,37.0,3.0
36603,F,U,Public Sector,10,0,5,,
36604,M,C,Private Sector,50,4,0,42.0,1.0
36605,M,U,Private Sector,30,2,0,44.0,2.0
36606,M,J,Public Sector,10,1,1,47.0,2.0
36607,M,U,Self-employed,20,1,5,44.0,3.0
36608,M,M,Private Sector,60,0,0,24.0,2.0
36609,F,U,Unemployed,50,1,0,36.0,1.0
36610,M,C,Public Sector,30,0,0,,
36611,F,U,Public Sector,10,4,1,46.0,2.0
36612,M,U,Private Sector,60,1,1,,
36613,M,C,Unemployed,80,0,2,28.0,2.0
36614,M,U,Self-employed,30,5,0,35.0,2.0
36615,M,U,Private Sector,30,0,2,38.0,3.0
36616,M,U,Public Sector,30,4,5,37.0,1.0
36617,M,C,Unemployed,50,0,5,28.0,0.0
36619,M,J,Self-employed,40,3,0,33.0,2.0
36620,M,J,Public Sector,30,5,1,44.0,0.0
36621,F,U,Private Sector,20,5,2,38.0,2.0
36622,M,C,Self-employed,30,4,5,26.0,1.0
36623,M,U,Private Sector,50,1,4,36.0,3.0
36624,M,U,Public Sector,20,2,1,38.0,2.0
36625,M,J,Public Sector,20,5,0,37.0,0.0
36626,M,C,Public Sector,50,5,0,29.0,1.0
36627,M,M,Private Sector,10,0,0,29.0,2.0
36628,F,U,Unemployed,30,0,0,34.0,4.0
36629,M,C,Private Sector,70,1,0,39.0,2.0
36630,M,U,Public Sector,50,0,0,31.0,0.0
36631,F,M,Public Sector,40,0,0,33.0,2.0
36632,F,U,Public Sector,20,0,1,36.0,1.0
36633,M,U,Private Sector,40,0,0,45.0,2.0
36634,M,C,Public Sector,20,0,2,41.0,0.0
36635,F,M,Public Sector,10,2,0,37.0,2.0
36636,F,U,Unemployed,50,3,1,39.0,3.0
36637,M,U,Self-employed,10,5,4,37.0,3.0
36638,M,C,Unemployed,20,2,1,28.0,0.0
36639,M,C,Private Sector,50,0,0,25.0,4.0
36640,F,U,Public Sector,40,2,5,34.0,3.0
36641,M,C,Private Sector,20,0,0,37.0,2.0
36642,M,C,Public Sector,10,0,5,35.0,2.0
36643,F,U,Private Sector,30,4,0,36.0,3.0
36644,M,U,Private Sector,40,1,0,35.0,3.0
36645,F,C,Unemployed,30,0,0,31.0,2.0
36646,M,U,Self-employed,30,1,4,30.0,2.0
36647,M,M,Public Sector,30,0,4,41.0,4.0
36648,M,C,Public Sector,60,0,0,41.0,4.0
36649,M,U,Unemployed,10,3,1,26.0,2.0
36650,M,C,Unemployed,40,1,5,37.0,3.0
36651,M,M,Public Sector,40,1,1,27.0,0.0
36652,M,U,Private Sector,40,0,0,38.0,0.0
36653,F,C,Private Sector,30,2,2,33.0,3.0
36654,M,J,Self-employed,30,2,0,40.0,2.0
36655,M,C,Private Sector,30,1,1,26.0,3.0
36656,F,M,Private Sector,80,0,2,29.0,0.0
36657,F,C,Public Sector,60,0,0,42.0,3.0
36658,M,J,Public Sector,80,5,0,34.0,3.0
36659,M,U,Public Sector,30,0,0,31.0,2.0
36660,F,O,Public Sector,10,0,0,26.0,1.0
36661,M,C,Unemployed,80,2,0,31.0,2.0
36662,F,C,Private Sector,30,0,0,26.0,3.0
36663,M,O,Unemployed,20,5,0,34.0,2.0
36664,M,C,Private Sector,40,0,1,38.0,3.0
36665,M,O,Unemployed,60,0,0,39.0,3.0
36666,M,J,Private Sector,10,0,1,,
36667,M,U,Private Sector,20,0,0,37.0,1.0
36668,M,U,Private Sector,30,2,0,37.0,1.0
36669,M,C,Private Sector,10,3,1,33.0,4.0
36670,M,J,Private Sector,30,1,0,33.0,3.0
36671,M,C,Unemployed,40,0,1,42.0,1.0
36672,F,M,Private Sector,40,5,0,32.0,0.0
36673,M,M,Public Sector,30,5,0,35.0,1.0
36674,M,J,Public Sector,30,0,0,32.0,1.0
36675,M,U,Self-employed,40,3,0,,
36676,M,C,Private Sector,30,0,4,39.0,1.0
36677,M,U,Public Sector,70,3,0,36.0,3.0
36678,F,U,Public Sector,20,0,1,29.0,3.0
36679,M,C,Private Sector,70,0,0,38.0,1.0
36680,M,U,Unemployed,30,3,0,34.0,1.0
36681,M,O,Private Sector,20,0,0,37.0,2.0
36682,F,U,Private Sector,10,0,1,33.0,3.0
36683,M,C,Public Sector,10,1,2,32.0,1.0
36684,F,U,Public Sector,10,2,0,34.0,0.0
36685,M,U,Private Sector,60,0,1,27.0,3.0
36686,M,J,Private Sector,20,1,0,,
36687,M,C,Public Sector,10,1,0,39.0,0.0
36688,M,C,Private Sector,40,4,0,36.0,2.0
36689,M,O,Public Sector,30,3,5,42.0,2.0
36690,F,J,Private Sector,60,1,0,32.0,1.0
36691,F,M,Public Sector,80,2,0,23.0,2.0
36692,M,O,Public Sector,10,5,0,39.0,3.0
36693,F,U,Public Sector,30,0,0,38.0,4.0
36694,M,C,Private Sector,40,0,0,39.0,2.0
36695,F,U,Public Sector,50,2,1,37.0,3.0
36696,M,C,Self-employed,30,2,0,34.0,3.0
36697,M,C,Unemployed,10,5,0,42.0,2.0
36698,F,U,Private Sector,30,0,5,42.0,1.0
36699,M,C,Private Sector,10,0,5,30.0,2.0
36700,M,U,Unemployed,10,0,0,41.0,3.0
36701,F,C,Public Sector,30,0,5,41.0,2.0
36702,M,C,Self-employed,80,1,0,,
36703,M,M,Self-employed,50,3,4,38.0,2.0
36704,F,U,Public Sector,60,4,0,36.0,3.0
36705,M,U,Unemployed,60,1,2,30.0,4.0
36706,M,U,Unemployed,40,0,5,,
36707,M,C,Private Sector,20,0,2,42.0,2.0
36708,M,C,Public Sector,50,0,1,42.0,2.0
36709,F,J,Self-employed,50,5,0,37.0,3.0
36710,F,O,Public Sector,10,5,5,31.0,3.0
36711,M,O,Unemployed,40,0,0,28.0,1.0
36712,M,C,Private Sector,20,0,0,30.0,1.0
36713,M,C,Public Sector,70,1,5,34.0,3.0
36714,M,C,Public Sector,10,1,0,28.0,0.0
36715,M,C,Public Sector,30,1,1,29.0,0.0
36716,M,J,Public Sector,30,0,0,,
36717,M,U,Unemployed,10,1,4,33.0,1.0
36718,M,C,Public Sector,50,0,0,38.0,1.0
36719,F,M,Private Sector,60,0,2,27.0,3.0
36720,F,C,Unemployed,40,0,0,38.0,2.0
36721,F,C,Private Sector,50,0,0,37.0,2.0
36722,F,U,Unemployed,50,0,0,32.0,1.0
36723,M,C,Private Sector,40,4,5,37.0,3.0
36724,M,C,Unemployed,20,0,0,34.0,0.0
36725,F,O,Public Sector,20,1,4,27.0,3.0
36726,M,U,Private Sector,30,0,0,33.0,0.0
36727,M,U,Unemployed,70,0,0,36.0,2.0
36728,M,U,Private Sector,50,1,5,32.0,4.0
36729,F,U,Public Sector,30,0,0,30.0,2.0
36730,F,M,Unemployed,80,5,2,28.0,3.0
36731,M,C,Private Sector,30,0,0,34.0,3.0
36732,F,U,Private Sector,30,0,0,37.0,2.0
36733,M,M,Private Sector,50,0,0,,
36734,F,J,Private Sector,50,0,0,24.0,1.0
36735,M,C,Private Sector,50,0,1,33.0,2.0
36736,M,U,Unemployed,60,0,0,25.0,1.0
36737,M,U,Unemployed,40,1,0,41.0,0.0
36738,M,C,Unemployed,80,0,0,19.0,2.0
36739,M,U,Public Sector,30,1,1,39.0,3.0
36740,M,C,Unemployed,10,1,4,,
36741,F,C,Public Sector,20,0,1,24.0,3.0
36742,F,C,Private Sector,40,0,1,37.0,1.0
36743,M,M,Unemployed,20,1,0,49.0,1.0
36744,F,U,Private Sector,10,2,1,37.0,1.0
36745,F,C,Public Sector,30,5,0,45.0,2.0
36746,M,O,Public Sector,60,4,0,27.0,2.0
36747,F,U,Private Sector,30,0,0,33.0,2.0
36748,M,C,Private Sector,10,5,0,38.0,3.0
36749,M,C,Unemployed,50,2,0,39.0,3.0
36750,F,O,Public Sector,20,0,0,28.0,3.0
36751,F,U,Self-employed,30,0,4,,
36752,M,U,Unemployed,40,0,0,28.0,1.0
36753,F,U,Private Sector,10,5,1,44.0,0.0
36754,M,U,Private Sector,80,0,5,44.0,2.0
36755,F,C,Unemployed,30,1,0,39.0,2.0
36756,M,U,Private Sector,20,2,0,34.0,1.0
36757,F,U,Private Sector,50,0,0,,
36758,M,U,Private Sector,80,3,5,44.0,0.0
36759,M,C,Public Sector,10,1,0,27.0,3.0
36760,M,O,Public Sector,80,0,1,31.0,4.0
36761,M,O,Unemployed,50,4,0,23.0,3.0
36762,M,M,Public Sector,30,0,0,25.0,1.0
36763,M,U,Unemployed,40,0,5,48.0,0.0
36764,M,U,Private Sector,20,0,0,34.0,0.0
36765,M,O,Public Sector,40,2,0,35.0,1.0
36766,F,J,Private Sector,20,1,1,36.0,3.0
36767,F,M,Private Sector,70,1,0,,
36768,M,C,Private Sector,50,1,5,29.0,1.0
36769,M,C,Unemployed,30,2,1,42.0,0.0
36770,F,U,Unemployed,50,3,3,43.0,0.0
36771,M,J,Self-employed,10,0,0,28.0,4.0
36772,M,U,Private Sector,20,1,4,26.0,2.0
36773,M,U,Public Sector,10,5,0,33.0,0.0
36774,M,U,Self-employed,10,2,5,32.0,3.0
36775,M,C,Private Sector,30,0,0,37.0,1.0
36776,F,U,Public Sector,80,2,0,,
36777,M,J,Public Sector,20,0,0,29.0,0.0
36778,F,U,Self-employed,60,0,0,41.0,0.0
36779,M,C,Private Sector,10,0,1,41.0,2.0
36780,M,U,Private Sector,40,5,0,47.0,2.0
36782,M,J,Unemployed,10,0,0,34.0,2.0
36783,F,C,Unemployed,50,0,0,51.0,2.0
36784,F,C,Private Sector,30,1,0,31.0,1.0
36785,M,U,Private Sector,30,3,1,29.0,3.0
36786,M,O,Unemployed,10,0,1,46.0,4.0
36787,M,J,Private Sector,50,0,5,,
36788,F,U,Public Sector,30,0,0,29.0,1.0
36789,M,C,Self-employed,10,0,0,36.0,1.0
36790,M,U,Unemployed,50,4,2,39.0,1.0
36791,F,O,Private Sector,60,0,0,,
36792,M,C,Private Sector,40,1,2,35.0,1.0
36793,F,M,Unemployed,30,0,0,35.0,4.0
36794,F,J,Public Sector,30,0,0,,
36795,M,U,Public Sector,30,0,1,34.0,1.0
36796,M,J,Public Sector,10,0,1,47.0,3.0
36797,M,M,Public Sector,80,5,0,,
36798,F,C,Unemployed,50,0,0,29.0,1.0
36799,M,U,Public Sector,30,0,0,31.0,1.0
36800,M,O,Private Sector,30,0,0,35.0,3.0
36801,M,U,Self-employed,30,3,5,39.0,0.0
36802,M,U,Private Sector,10,0,0,32.0,0.0
36803,M,C,Unemployed,10,2,0,39.0,1.0
36804,M,U,Public Sector,80,0,5,,
36805,M,U,Unemployed,20,4,2,38.0,3.0
36806,F,U,Public Sector,30,1,0,37.0,2.0
36807,M,C,Private Sector,30,0,0,39.0,0.0
36808,F,C,Private Sector,20,0,0,34.0,4.0
36809,F,U,Public Sector,30,4,1,36.0,1.0
36810,F,U,Self-employed,10,0,0,24.0,3.0
36811,M,U,Self-employed,10,0,3,39.0,0.0
36812,F,C,Public Sector,10,2,0,34.0,0.0
36813,M,U,Unemployed,50,0,0,31.0,0.0
36814,M,O,Public Sector,50,0,5,31.0,1.0
36815,F,U,Public Sector,50,5,1,43.0,2.0
36816,M,U,Unemployed,20,3,0,37.0,4.0
36817,M,C,Public Sector,50,5,0,32.0,0.0
36818,F,C,Unemployed,40,0,4,35.0,1.0
36819,F,J,Private Sector,20,5,0,47.0,2.0
36820,M,U,Public Sector,50,0,0,38.0,1.0
36821,M,C,Private Sector,30,0,0,30.0,3.0
36822,M,C,Private Sector,50,0,0,26.0,1.0
36823,F,O,Private Sector,70,0,0,34.0,0.0
36824,F,U,Private Sector,30,1,0,34.0,0.0
36825,M,U,Private Sector,80,3,0,44.0,3.0
36826,M,C,Unemployed,30,0,0,37.0,3.0
36827,F,J,Unemployed,30,2,0,28.0,0.0
36828,F,C,Unemployed,80,5,0,48.0,1.0
36829,F,M,Unemployed,30,2,0,40.0,3.0
36830,F,M,Public Sector,70,1,0,40.0,3.0
36831,M,O,Self-employed,60,1,2,42.0,4.0
36832,M,U,Private Sector,10,3,0,28.0,2.0
36833,M,O,Self-employed,10,0,2,39.0,3.0
36834,F,M,Private Sector,80,0,0,41.0,4.0
36835,M,J,Public Sector,10,0,0,31.0,3.0
36836,M,C,Public Sector,50,5,0,36.0,0.0
36837,M,C,Private Sector,50,3,0,30.0,1.0
36838,M,O,Public Sector,10,0,1,40.0,3.0
36839,M,U,Private Sector,30,1,2,36.0,3.0
36840,M,U,Public Sector,30,5,0,33.0,1.0
36841,M,C,Self-employed,30,3,0,38.0,3.0
36842,F,U,Private Sector,10,1,0,38.0,2.0
36843,M,U,Private Sector,10,3,5,28.0,0.0
36844,F,O,Self-employed,10,3,4,36.0,1.0
36845,M,O,Unemployed,30,1,4,,
36846,M,C,Private Sector,40,3,0,33.0,1.0
36847,M,U,Public Sector,30,2,4,35.0,1.0
36848,F,O,Private Sector,40,0,4,34.0,1.0
36849,M,U,Unemployed,70,1,2,48.0,2.0
36850,F,C,Public Sector,50,0,0,34.0,1.0
36851,F,C,Private Sector,10,4,0,28.0,1.0
36852,M,U,Private Sector,40,0,0,39.0,2.0
36853,M,C,Unemployed,30,5,5,35.0,0.0
36854,M,C,Private Sector,50,5,1,37.0,4.0
36855,M,C,Private Sector,30,1,1,35.0,0.0
36856,F,O,Public Sector,40,2,0,25.0,3.0
36857,M,U,Private Sector,50,3,0,39.0,2.0
36858,M,C,Private Sector,10,0,0,37.0,4.0
36859,M,U,Unemployed,30,4,0,34.0,1.0
36861,F,C,Public Sector,10,4,1,33.0,3.0
36862,M,M,Public Sector,60,2,1,38.0,3.0
36863,F,U,Unemployed,50,1,2,41.0,3.0
36864,F,J,Private Sector,10,2,1,34.0,1.0
36865,M,U,Private Sector,10,3,0,34.0,2.0
36866,F,M,Private Sector,40,1,0,25.0,1.0
36867,F,M,Public Sector,10,2,4,,
36868,M,U,Unemployed,50,3,1,42.0,1.0
36869,F,U,Self-employed,20,5,0,32.0,2.0
36870,F,C,Private Sector,50,0,0,38.0,1.0
36871,M,U,Private Sector,40,0,0,39.0,2.0
36872,M,U,Public Sector,30,0,5,38.0,1.0
36873,F,U,Public Sector,50,5,5,33.0,2.0
36874,F,O,Self-employed,30,0,1,43.0,2.0
36875,M,C,Private Sector,30,3,3,32.0,1.0
36876,F,J,Unemployed,60,0,1,36.0,2.0
36877,F,U,Private Sector,10,0,2,35.0,2.0
36878,F,C,Private Sector,10,0,1,,
36879,F,U,Public Sector,10,1,1,29.0,1.0
36880,M,U,Unemployed,10,4,5,,
36881,M,C,Public Sector,30,0,0,36.0,1.0
36882,M,M,Private Sector,40,0,0,31.0,0.0
36883,F,C,Private Sector,70,0,5,38.0,3.0
36884,M,C,Self-employed,80,5,0,37.0,1.0
36885,M,M,Private Sector,30,0,5,28.0,2.0
36886,M,U,Private Sector,10,0,0,33.0,4.0
36887,M,U,Private Sector,70,0,0,31.0,1.0
36888,M,U,Private Sector,30,0,1,39.0,3.0
36889,M,O,Public Sector,20,0,1,27.0,2.0
36890,M,C,Unemployed,50,5,0,34.0,1.0
36891,M,O,Public Sector,80,0,0,35.0,4.0
36892,M,C,Public Sector,40,0,0,30.0,1.0
36893,M,J,Private Sector,50,0,0,,
36894,M,U,Public Sector,10,5,0,24.0,1.0
36895,F,C,Private Sector,10,0,0,40.0,1.0
36896,F,M,Private Sector,30,0,2,23.0,2.0
36897,M,C,Private Sector,80,4,1,28.0,3.0
36898,M,C,Private Sector,10,2,0,34.0,3.0
36899,M,U,Public Sector,50,0,0,37.0,1.0
36900,M,C,Private Sector,10,0,0,32.0,1.0
36901,F,U,Private Sector,40,0,4,26.0,1.0
36902,M,O,Private Sector,20,5,5,38.0,0.0
36903,M,U,Unemployed,20,4,5,30.0,1.0
36904,F,M,Self-employed,60,3,0,,
36905,F,C,Self-employed,10,5,5,,
36906,F,O,Private Sector,40,0,3,34.0,1.0
36907,M,C,Unemployed,50,1,4,43.0,3.0
36908,F,U,Private Sector,30,0,4,28.0,1.0
36909,F,U,Public Sector,30,3,5,31.0,1.0
36910,M,M,Private Sector,20,1,0,34.0,3.0
36911,F,U,Public Sector,20,0,0,41.0,3.0
36912,M,U,Private Sector,50,0,0,34.0,0.0
36913,M,U,Private Sector,40,0,0,32.0,1.0
36914,M,C,Private Sector,60,4,0,34.0,2.0
36915,M,U,Public Sector,70,1,5,43.0,1.0
36916,F,U,Unemployed,20,1,4,,
36917,F,U,Unemployed,50,0,0,35.0,1.0
36918,M,U,Public Sector,10,5,1,43.0,0.0
36919,M,U,Public Sector,80,0,4,30.0,3.0
36920,F,C,Public Sector,30,1,5,,
36921,M,C,Public Sector,80,0,0,42.0,3.0
36922,F,C,Private Sector,30,5,1,41.0,2.0
36923,M,U,Public Sector,70,0,5,32.0,0.0
36924,M,C,Unemployed,60,2,0,22.0,3.0
36925,M,O,Private Sector,10,0,4,,
36926,M,U,Unemployed,40,1,0,29.0,1.0
36927,M,C,Public Sector,50,0,0,28.0,3.0
36928,M,C,Unemployed,50,5,0,34.0,0.0
36929,M,U,Private Sector,50,0,4,,
36930,F,C,Private Sector,50,5,1,37.0,2.0
36931,M,U,Private Sector,20,2,0,42.0,2.0
36932,M,C,Private Sector,60,0,1,34.0,1.0
36933,M,C,Public Sector,10,0,1,34.0,2.0
36934,F,U,Public Sector,10,2,0,40.0,2.0
36935,M,C,Public Sector,70,0,0,26.0,2.0
36936,M,C,Private Sector,30,0,1,31.0,0.0
36937,M,U,Unemployed,10,0,1,28.0,2.0
36938,F,O,Self-employed,40,0,1,48.0,1.0
36939,F,U,Public Sector,30,5,0,37.0,2.0
36940,M,C,Private Sector,60,0,0,35.0,1.0
36941,M,U,Unemployed,10,2,0,27.0,1.0
36942,M,C,Self-employed,60,3,1,32.0,2.0
36943,M,U,Private Sector,30,0,4,35.0,2.0
36944,M,C,Public Sector,40,0,0,39.0,3.0
36945,M,U,Private Sector,10,0,2,46.0,1.0
36946,F,J,Self-employed,10,5,2,32.0,2.0
36947,M,U,Public Sector,50,2,0,35.0,3.0
36948,M,C,Unemployed,30,0,0,35.0,2.0
36949,M,U,Private Sector,40,2,0,32.0,0.0
36950,M,J,Private Sector,20,1,0,34.0,1.0
36951,M,U,Self-employed,80,2,0,45.0,2.0
36952,M,U,Public Sector,40,0,0,27.0,3.0
36953,F,C,Public Sector,40,0,5,30.0,2.0
36954,M,U,Private Sector,10,0,5,32.0,2.0
36955,F,C,Private Sector,80,0,0,34.0,2.0
36956,M,U,Public Sector,40,1,0,37.0,1.0
36957,F,U,Unemployed,60,5,3,35.0,2.0
36958,F,U,Unemployed,50,0,0,36.0,2.0
36959,F,U,Private Sector,70,0,0,37.0,3.0
36960,M,U,Unemployed,50,0,3,43.0,0.0
36961,M,U,Private Sector,20,2,3,33.0,3.0
36962,F,U,Public Sector,10,1,0,40.0,1.0
36963,F,C,Self-employed,30,1,0,35.0,3.0
36964,M,O,Private Sector,20,5,4,38.0,0.0
36965,M,U,Public Sector,20,0,1,,
36966,M,J,Private Sector,40,0,0,26.0,3.0
36967,M,C,Private Sector,60,5,0,35.0,3.0
36968,F,C,Self-employed,20,5,5,31.0,0.0
36969,M,O,Public Sector,40,1,0,40.0,3.0
36970,M,C,Private Sector,30,1,0,24.0,3.0
36971,F,U,Private Sector,10,0,0,31.0,1.0
36972,M,O,Unemployed,80,0,4,45.0,2.0
36973,F,U,Private Sector,40,0,0,27.0,3.0
36974,M,U,Unemployed,30,0,0,43.0,2.0
36975,M,U,Private Sector,10,0,0,33.0,4.0
36976,F,O,Public Sector,20,3,2,37.0,2.0
36977,F,U,Private Sector,30,0,1,39.0,1.0
36978,F,U,Unemployed,40,3,2,24.0,1.0
36979,M,J,Public Sector,60,2,5,39.0,2.0
36980,M,C,Public Sector,30,4,1,,
36981,F,U,Unemployed,10,0,0,45.0,1.0
36982,M,M,Private Sector,30,0,0,,
36983,M,M,Private Sector,50,0,0,33.0,2.0
36984,F,C,Private Sector,80,0,4,31.0,3.0
36985,F,U,Public Sector,10,0,2,44.0,1.0
36986,M,J,Private Sector,20,0,0,44.0,3.0
36987,F,U,Private Sector,50,0,5,35.0,1.0
36988,F,U,Private Sector,20,1,0,43.0,2.0
36989,M,C,Private Sector,60,5,1,33.0,2.0
36990,M,C,Self-employed,10,3,2,31.0,0.0
36991,F,C,Unemployed,20,3,4,29.0,3.0
36992,M,U,Private Sector,70,0,5,35.0,1.0
36993,M,C,Unemployed,10,5,0,34.0,2.0
36995,M,J,Public Sector,40,1,0,33.0,1.0
36996,M,U,Public Sector,20,1,2,44.0,1.0
36997,M,U,Private Sector,70,2,0,23.0,3.0
36998,M,U,Unemployed,40,2,0,28.0,0.0
36999,F,U,Public Sector,50,3,0,36.0,0.0
37000,M,U,Public Sector,30,3,0,41.0,2.0
37001,M,U,Private Sector,50,5,4,,
37002,M,U,Unemployed,10,0,1,35.0,2.0
37003,M,U,Unemployed,80,0,0,31.0,0.0
37004,M,U,Public Sector,50,0,5,37.0,2.0
37005,M,U,Private Sector,30,1,0,33.0,0.0
37006,M,O,Unemployed,10,0,0,,
37007,M,J,Self-employed,50,4,5,41.0,3.0
37008,F,U,Unemployed,20,3,2,36.0,2.0
37009,M,U,Public Sector,30,1,0,37.0,0.0
37010,F,U,Public Sector,20,1,2,32.0,3.0
37011,F,C,Unemployed,40,0,0,31.0,0.0
37012,M,U,Private Sector,10,3,1,42.0,3.0
37013,F,J,Self-employed,30,1,0,33.0,2.0
37014,F,U,Unemployed,50,0,0,36.0,3.0
37015,M,M,Public Sector,60,0,1,34.0,3.0
37016,M,C,Unemployed,30,0,1,36.0,3.0
37017,M,M,Self-employed,20,1,1,36.0,3.0
37018,F,C,Unemployed,40,0,0,40.0,3.0
37019,F,U,Private Sector,60,0,2,26.0,3.0
37020,M,C,Private Sector,30,1,0,,
37021,M,M,Private Sector,70,0,0,46.0,2.0
37022,M,C,Public Sector,50,0,0,30.0,3.0
37023,F,C,Unemployed,10,1,1,41.0,3.0
37024,F,U,Self-employed,30,0,0,36.0,2.0
37025,M,O,Private Sector,40,0,0,31.0,3.0
37026,M,J,Public Sector,10,1,4,35.0,2.0
37027,M,U,Self-employed,60,2,1,33.0,0.0
37028,M,M,Unemployed,40,0,0,34.0,2.0
37029,M,U,Public Sector,40,0,4,29.0,2.0
37030,M,U,Private Sector,60,0,0,48.0,1.0
37031,F,U,Private Sector,20,2,1,35.0,0.0
37032,F,U,Private Sector,80,2,2,48.0,4.0
37033,F,U,Unemployed,80,0,0,35.0,0.0
37034,M,C,Self-employed,50,1,0,37.0,0.0
37035,M,U,Public Sector,10,0,0,30.0,3.0
37036,M,U,Public Sector,30,1,1,43.0,0.0
37037,M,J,Self-employed,60,1,0,23.0,1.0
37038,F,U,Public Sector,40,3,4,33.0,3.0
37039,M,U,Public Sector,10,1,0,28.0,1.0
37040,M,J,Private Sector,40,0,0,27.0,2.0
37041,M,U,Public Sector,30,3,0,38.0,2.0
37042,M,U,Private Sector,70,0,0,,
37043,M,U,Unemployed,30,0,1,31.0,1.0
37044,M,U,Unemployed,20,5,5,40.0,1.0
37045,M,J,Private Sector,30,5,0,40.0,3.0
37046,M,C,Private Sector,50,4,1,32.0,2.0
37047,F,U,Private Sector,10,3,1,33.0,2.0
37048,M,U,Private Sector,70,0,0,37.0,1.0
37049,M,C,Public Sector,40,0,4,35.0,0.0
37050,F,O,Private Sector,10,5,0,33.0,2.0
37051,F,U,Self-employed,30,0,0,40.0,3.0
37052,M,U,Private Sector,50,1,1,35.0,0.0
37053,F,J,Unemployed,20,4,4,39.0,2.0
37054,F,U,Private Sector,60,2,2,38.0,1.0
37055,F,U,Public Sector,60,0,0,30.0,1.0
37056,M,U,Unemployed,80,0,5,,
37057,M,U,Private Sector,70,0,0,33.0,3.0
37058,F,C,Private Sector,40,0,4,35.0,1.0
37059,M,C,Self-employed,70,0,5,28.0,2.0
37060,M,U,Private Sector,60,3,1,41.0,1.0
37061,M,C,Private Sector,30,0,0,25.0,3.0
37062,M,J,Unemployed,10,3,4,36.0,3.0
37063,M,U,Public Sector,10,1,0,,
37064,M,M,Unemployed,20,3,5,42.0,3.0
37065,M,J,Private Sector,10,0,0,37.0,2.0
37066,M,U,Unemployed,50,0,1,44.0,0.0
37067,M,C,Private Sector,50,0,1,26.0,2.0
37068,M,M,Unemployed,20,1,2,27.0,2.0
37069,M,M,Unemployed,50,5,0,29.0,1.0
37070,M,U,Private Sector,30,3,3,31.0,0.0
37071,M,O,Private Sector,40,4,0,35.0,2.0
37072,F,M,Private Sector,80,2,2,37.0,2.0
37073,M,C,Self-employed,20,0,4,37.0,3.0
37074,M,C,Public Sector,80,1,1,37.0,0.0
37075,M,C,Private Sector,80,4,0,36.0,2.0
37076,M,C,Private Sector,30,2,0,43.0,0.0
37077,M,O,Private Sector,60,3,0,30.0,1.0
37078,M,U,Private Sector,10,0,0,32.0,1.0
37079,M,U,Private Sector,30,2,2,42.0,3.0
37080,F,C,Public Sector,40,0,0,38.0,2.0
37081,F,U,Unemployed,40,2,2,45.0,2.0
37082,M,J,Private Sector,20,4,0,31.0,3.0
37083,F,C,Private Sector,50,0,4,36.0,2.0
37084,M,U,Public Sector,20,2,5,42.0,0.0
37085,F,C,Unemployed,80,0,0,36.0,1.0
37086,M,U,Public Sector,30,0,0,29.0,1.0
37087,M,U,Private Sector,40,0,5,38.0,0.0
37088,M,O,Private Sector,10,0,1,34.0,3.0
37089,F,C,Public Sector,50,0,0,31.0,0.0
37090,M,C,Unemployed,50,0,0,32.0,1.0
37091,M,O,Unemployed,80,0,5,43.0,3.0
37092,M,C,Unemployed,10,0,0,28.0,3.0
37093,M,M,Self-employed,10,5,0,42.0,3.0
37094,M,C,Public Sector,10,0,0,39.0,1.0
37095,M,U,Public Sector,40,0,1,35.0,2.0
37096,M,C,Unemployed,10,4,1,41.0,2.0
37097,M,C,Public Sector,50,0,1,40.0,3.0
37098,M,O,Public Sector,60,3,0,29.0,3.0
37099,M,C,Private Sector,20,5,4,33.0,1.0
37100,M,O,Unemployed,30,1,0,26.0,3.0
37101,M,J,Private Sector,10,3,0,27.0,3.0
37102,M,J,Private Sector,40,3,0,38.0,3.0
37103,M,J,Private Sector,70,0,1,33.0,2.0
37104,M,O,Private Sector,20,4,2,38.0,2.0
37105,M,U,Public Sector,70,1,0,,
37106,F,M,Private Sector,10,0,5,41.0,3.0
37107,F,C,Private Sector,40,0,5,46.0,2.0
37108,M,C,Private Sector,10,0,1,40.0,0.0
37109,F,J,Public Sector,40,1,4,38.0,3.0
37110,M,C,Private Sector,30,0,0,30.0,0.0
37111,M,U,Self-employed,30,2,5,20.0,0.0
37112,M,U,Private Sector,50,1,0,33.0,2.0
37113,F,M,Private Sector,70,0,0,29.0,0.0
37114,F,C,Unemployed,80,5,2,34.0,1.0
37115,F,C,Public Sector,30,0,2,31.0,2.0
37116,M,U,Public Sector,30,0,1,36.0,1.0
37117,M,O,Unemployed,30,3,1,35.0,3.0
37118,M,C,Public Sector,50,0,0,35.0,1.0
