loan_id,cust_id,loan_reason,requested_amount,payback_amount,installment,cat_number_accounts,cat_number_loans_accounts
110099,37634,Financial,25000,34500.0,718.75,1,0
110096,37635,Housing,15000,17250.239999999998,359.38,2,0
110093,37636,Personal,5000,6599.88,183.33,1,0
110090,37637,Financial,10000,13800.0,230.0,1,0
110087,37638,Personal,10000,13200.0,275.0,1,1
110084,37639,Housing,5000,5749.92,159.72,1,0
110081,37640,Car,10000,12700.079999999998,352.78,1,0
110078,37641,Financial,7000,9659.88,268.33,1,2
110075,37642,Car,7000,8889.84,246.94,1,0
110072,37643,Personal,10000,13199.76,183.33,1,1
110066,37645,Car,7000,8890.08,370.42,1,0
110063,37646,Car,25000,31749.840000000004,440.97,1,1
110060,37647,Car,5000,6349.68,88.19,1,0
110051,37650,Car,7000,8889.84,123.47,1,0
110048,37651,Housing,10000,11499.84,159.72,1,0
110042,37653,Housing,7000,8050.32,111.81,1,0
110039,37654,Housing,12000,13800.0,575.0,1,0
110036,37655,Car,15000,19050.0,317.5,1,1
110033,37656,Personal,10000,13200.0,550.0,1,0
110030,37657,Car,10000,12699.84,264.58,1,0
110027,37658,Car,7000,8889.84,123.47,2,0
110024,37659,Personal,12000,15840.0,330.0,1,0
110021,37660,Housing,10000,11500.08,479.17,1,1
110018,37661,Personal,5000,6600.0,137.5,1,0
110015,37662,Housing,25000,28750.08,598.96,1,0
110012,37663,Personal,7000,9240.0,192.5,1,0
110009,37664,Car,15000,19050.12,529.17,1,1
110006,37665,Car,10000,12700.079999999998,176.39,1,0
110003,37666,Personal,10000,13200.12,366.67,1,0
109994,37669,Housing,5000,5749.92,159.72,1,0
109991,37670,Personal,25000,33000.0,687.5,1,0
109988,37671,Car,10000,12700.079999999998,352.78,1,0
109985,37672,Financial,10000,13799.88,383.33,1,0
109982,37673,Car,12000,15240.0,317.5,3,0
109979,37674,Car,10000,12700.079999999998,352.78,1,0
109976,37675,Housing,7000,8049.960000000001,223.61,1,0
109973,37676,Car,12000,15239.88,423.33,2,0
109970,37677,Car,10000,19050.239999999998,396.88,1,0
109967,37678,Financial,12000,16560.0,460.0,2,0
109964,37679,Personal,7000,9240.0,192.5,1,0
109961,37680,Housing,7000,8050.32,111.81,2,0
109958,37681,Personal,12000,15840.0,220.0,1,1
109955,37682,Personal,4000,5280.12,146.67,1,0
109952,37683,Housing,12000,13800.0,287.5,1,0
109949,37684,Housing,15000,17250.239999999998,359.38,1,0
109946,37685,Housing,7000,8050.08,335.42,2,0
109937,37688,Car,25000,31750.199999999997,529.17,1,0
109934,37689,Personal,10000,13200.0,275.0,1,0
109931,37690,Personal,10000,13200.0,275.0,1,0
109928,37691,Personal,5000,6599.88,183.33,1,0
109925,37692,Personal,7000,9239.76,128.33,1,0
109922,37693,Car,12000,15239.88,423.33,3,0
109919,37694,Personal,7000,9239.76,128.33,1,0
109916,37695,Financial,10000,13800.0,287.5,1,0
109910,37697,Personal,10000,15840.0,330.0,1,0
109907,37698,Car,10000,12700.079999999998,352.78,3,0
109904,37699,Personal,10000,13199.76,183.33,1,0
109901,37700,Financial,10000,13799.88,383.33,3,1
109895,37702,Car,7000,8890.08,185.21,1,0
109892,37703,Car,7000,8890.199999999999,148.17,1,0
109886,37705,Car,12000,15239.88,423.33,1,0
109883,37706,Personal,10000,19800.0,550.0,2,0
109880,37707,Car,7000,8889.84,246.94,1,0
109874,37709,Car,10000,12700.079999999998,529.17,3,0
109871,37710,Car,12000,15240.0,254.0,1,0
109868,37711,Financial,10000,20700.0,287.5,1,0
109865,37712,Personal,15000,19800.0,825.0,2,2
109862,37713,Car,7000,8890.199999999999,148.17,2,2
109859,37714,Car,10000,12700.079999999998,176.39,1,0
109850,37717,Car,10000,12699.84,264.58,1,0
109847,37718,Car,15000,19050.12,529.17,1,0
109844,37719,Personal,7000,9240.12,256.67,3,0
109838,37721,Financial,12000,16560.0,690.0,1,1
109835,37722,Personal,5000,6600.0,137.5,3,0
109832,37723,Personal,5000,6600.0,110.0,1,0
109829,37724,Personal,5000,6600.0,137.5,1,0
109826,37725,Financial,10000,13799.88,383.33,2,0
109823,37726,Car,4000,5080.08,211.67,1,0
109820,37727,Car,25000,31750.199999999997,529.17,1,0
109817,37728,Housing,5000,5749.92,159.72,1,0
109814,37729,Car,10000,12699.84,264.58,2,0
109808,37731,Financial,10000,13800.24,191.67,2,1
109805,37732,Car,12000,15240.24,211.67,1,0
109802,37733,Car,12000,15239.88,423.33,1,0
109799,37734,Personal,10000,33000.0,687.5,1,0
109796,37735,Car,4000,5080.32,70.56,1,0
109793,37736,Car,25000,31750.08,661.46,2,0
109790,37737,Housing,25000,28750.08,598.96,1,0
109787,37738,Car,7000,8889.84,123.47,1,0
109784,37739,Personal,10000,13200.0,220.0,1,0
109778,37741,Financial,12000,16560.0,460.0,3,0
109772,37743,Financial,15000,20700.0,287.5,3,0
109769,37744,Car,10000,12700.079999999998,352.78,1,2
109766,37745,Personal,15000,19800.0,825.0,1,0
109763,37746,Car,7000,8890.08,185.21,1,0
109757,37748,Car,4000,5079.960000000001,141.11,1,0
109754,37749,Housing,10000,11499.84,159.72,1,0
109751,37750,Housing,25000,28750.32,399.31,2,0
109748,37751,Car,7000,8889.84,123.47,1,0
109745,37752,Personal,10000,13199.76,183.33,1,0
109742,37753,Financial,7000,9659.88,268.33,1,0
109739,37754,Financial,15000,20700.0,287.5,1,1
109736,37755,Housing,10000,28750.32,399.31,1,0
109733,37756,Housing,25000,28750.32,399.31,1,0
109730,37757,Car,4000,5079.84,105.83,2,0
109724,37759,Financial,4000,5519.88,153.33,1,0
109721,37760,Car,25000,31749.840000000004,881.94,2,0
109718,37761,Financial,15000,20700.0,431.25,2,0
109712,37763,Car,15000,19050.0,317.5,2,0
109709,37764,Car,25000,31749.840000000004,881.94,1,0
109706,37765,Personal,10000,13200.0,275.0,1,0
109703,37766,Personal,25000,33000.0,687.5,2,0
109697,37768,Car,7000,8889.84,246.94,1,0
109694,37769,Car,15000,19050.0,317.5,3,0
109691,37770,Financial,5000,6900.0,115.0,1,0
109685,37772,Car,2000,6350.039999999999,176.39,1,2
109682,37773,Personal,7000,9240.0,192.5,2,0
109679,37774,Car,7000,8890.08,185.21,1,0
109676,37775,Financial,4000,5520.24,76.67,1,0
109670,37777,Housing,15000,17250.12,479.17,1,0
109667,37778,Car,7000,8889.84,246.94,1,1
109664,37779,Car,7000,8890.08,370.42,1,0
109658,37781,Financial,10000,13800.0,287.5,1,0
109655,37782,Car,10000,12700.079999999998,352.78,3,1
109652,37783,Personal,10000,13200.0,275.0,2,0
109649,37784,Car,7000,8889.84,123.47,1,1
109646,37785,Personal,10000,13200.12,366.67,1,2
109643,37786,Personal,10000,13200.12,366.67,2,2
109640,37787,Housing,10000,11500.08,479.17,2,0
109637,37788,Car,10000,12700.199999999999,211.67,2,1
109634,37789,Personal,15000,19800.0,550.0,2,0
109631,37790,Housing,10000,17250.12,479.17,1,0
109628,37791,Housing,7000,8049.960000000001,223.61,1,1
109625,37792,Car,10000,12700.079999999998,176.39,1,0
109622,37793,Housing,15000,17249.760000000002,239.58,1,0
109619,37794,Financial,12000,16560.0,690.0,1,0
109616,37795,Car,7000,8890.08,185.21,1,0
109613,37796,Car,20000,25400.159999999996,529.17,1,1
109610,37797,Financial,10000,13799.88,383.33,1,1
109607,37798,Housing,25000,28749.96,798.61,1,1
109604,37799,Car,12000,15239.88,423.33,1,2
109601,37800,Housing,5000,5749.92,159.72,1,0
109598,37801,Car,10000,12700.079999999998,352.78,2,0
109595,37802,Financial,2000,6899.76,95.83,1,0
109592,37803,Financial,10000,13800.0,287.5,1,2
109589,37804,Financial,10000,13800.0,287.5,2,0
109586,37805,Personal,10000,13200.0,275.0,1,0
109583,37806,Car,10000,12700.079999999998,529.17,2,0
109580,37807,Car,12000,15240.0,317.5,1,0
109577,37808,Car,25000,31750.08,661.46,3,1
109574,37809,Personal,10000,15840.0,440.0,1,0
109571,37810,Car,10000,12700.079999999998,352.78,1,1
109568,37811,Car,10000,12699.84,264.58,1,0
109565,37812,Housing,10000,11499.84,239.58,1,0
109562,37813,Personal,7000,9240.0,154.0,1,0
109559,37814,Personal,7000,9240.12,256.67,3,0
109556,37815,Housing,10000,11499.84,319.44,1,1
109550,37817,Housing,25000,28749.96,798.61,1,0
109547,37818,Car,12000,15240.0,317.5,2,1
109544,37819,Personal,12000,15840.0,264.0,1,1
109541,37820,Personal,7000,9240.0,385.0,1,1
109538,37821,Personal,10000,13200.0,220.0,1,0
109532,37823,Personal,7000,9239.76,128.33,2,0
109529,37824,Car,5000,6349.68,88.19,1,0
109526,37825,Car,10000,12700.079999999998,529.17,2,0
109523,37826,Car,10000,12700.079999999998,529.17,2,1
109520,37827,Personal,12000,15840.0,330.0,1,1
109517,37828,Housing,4000,4600.08,191.67,2,0
109514,37829,Personal,15000,19800.0,275.0,1,0
109508,37831,Housing,5000,5749.92,159.72,2,2
109505,37832,Car,10000,12700.079999999998,352.78,1,0
109502,37833,Car,7000,8889.84,123.47,1,1
109499,37834,Housing,7000,8050.32,111.81,2,0
109493,37836,Personal,10000,13200.0,550.0,1,0
109490,37837,Personal,10000,13200.12,366.67,3,0
109487,37838,Car,7000,8890.08,370.42,1,0
109484,37839,Car,10000,19050.239999999998,396.88,1,0
109481,37840,Housing,4000,4600.08,127.78,1,0
109478,37841,Car,7000,8890.08,185.21,1,2
109475,37842,Personal,12000,15840.0,330.0,2,0
109472,37843,Financial,10000,13800.0,287.5,3,0
109466,37845,Car,10000,12700.079999999998,352.78,1,0
109463,37846,Car,25000,31750.08,661.46,2,0
109457,37848,Personal,7000,9240.0,192.5,1,0
109451,37850,Car,15000,19050.12,529.17,1,0
109448,37851,Car,15000,19049.76,264.58,1,0
109445,37852,Housing,10000,11499.84,159.72,1,0
109442,37853,Car,7000,8890.08,185.21,1,0
109439,37854,Financial,10000,13800.0,575.0,3,0
109436,37855,Personal,7000,9240.0,192.5,1,0
109433,37856,Car,25000,31749.840000000004,440.97,1,0
109430,37857,Financial,7000,9660.24,134.17,1,0
109427,37858,Personal,2000,6600.0,110.0,1,0
109424,37859,Personal,12000,15840.0,440.0,1,0
109421,37860,Personal,15000,19800.0,275.0,2,0
109418,37861,Personal,25000,33000.0,687.5,3,0
109415,37862,Car,7000,8890.08,370.42,1,1
109412,37863,Personal,10000,15840.0,264.0,1,2
109409,37864,Financial,10000,13800.0,287.5,1,1
109406,37865,Car,4000,5080.32,70.56,1,2
109403,37866,Housing,5000,5749.92,159.72,2,1
109400,37867,Car,15000,19050.239999999998,396.88,1,2
109397,37868,Financial,10000,13800.0,575.0,2,0
109394,37869,Financial,15000,20700.0,287.5,1,0
109391,37870,Housing,10000,11499.84,239.58,1,0
109388,37871,Car,7000,8890.08,370.42,2,0
109385,37872,Car,15000,19050.12,529.17,2,0
109382,37873,Housing,20000,23000.16,479.17,1,0
109379,37874,Car,10000,19050.239999999998,396.88,1,0
109376,37875,Housing,15000,17250.0,718.75,1,1
109373,37876,Personal,10000,13200.0,220.0,1,1
109370,37877,Housing,15000,17250.239999999998,359.38,1,0
109367,37878,Car,12000,15240.24,211.67,2,0
109364,37879,Personal,4000,5279.76,73.33,1,1
109361,37880,Financial,10000,13799.88,383.33,1,0
109358,37881,Personal,2000,6600.0,275.0,2,0
109355,37882,Car,4000,5079.960000000001,141.11,2,0
109352,37883,Personal,10000,13199.76,183.33,1,0
109349,37884,Car,7000,8889.84,123.47,1,0
109346,37885,Housing,20000,22999.8,383.33,1,0
109343,37886,Car,7000,8889.84,246.94,1,0
109340,37887,Car,10000,31749.840000000004,440.97,1,0
109337,37888,Financial,15000,20700.0,575.0,1,0
109334,37889,Housing,10000,11499.84,239.58,1,0
109331,37890,Housing,10000,11499.84,319.44,1,1
109328,37891,Car,7000,8890.199999999999,148.17,1,0
109325,37892,Car,10000,15240.24,211.67,3,0
109322,37893,Housing,15000,17250.0,718.75,1,0
109319,37894,Housing,10000,11500.199999999999,191.67,2,0
109316,37895,Personal,7000,9240.12,256.67,1,1
109313,37896,Financial,7000,9659.88,268.33,1,0
109310,37897,Housing,15000,17250.12,479.17,2,1
109307,37898,Car,7000,8890.08,185.21,2,1
109304,37899,Car,10000,12700.199999999999,211.67,1,2
109301,37900,Personal,25000,33000.0,687.5,1,0
109298,37901,Financial,4000,5520.0,92.0,1,0
109295,37902,Housing,7000,8050.32,111.81,2,0
109292,37903,Housing,7000,8050.32,111.81,1,2
109289,37904,Housing,7000,8049.960000000001,223.61,1,0
109283,37906,Personal,7000,9240.0,154.0,1,1
109280,37907,Housing,7000,8050.08,167.71,1,0
109277,37908,Financial,10000,13800.24,191.67,1,0
109274,37909,Financial,15000,20700.0,431.25,2,0
109271,37910,Car,15000,19050.12,529.17,1,0
109268,37911,Financial,12000,16560.0,460.0,2,0
109265,37912,Personal,15000,19800.0,550.0,2,0
109262,37913,Car,15000,19049.76,264.58,1,0
109259,37914,Financial,10000,13800.0,287.5,1,1
109256,37915,Housing,25000,28750.32,399.31,1,1
109253,37916,Housing,12000,13800.0,287.5,1,0
109250,37917,Car,15000,19050.12,529.17,1,0
109244,37919,Car,5000,6349.92,132.29,1,0
109241,37920,Car,10000,12700.079999999998,352.78,1,0
109238,37921,Car,10000,12700.079999999998,176.39,1,0
109235,37922,Personal,25000,33000.0,687.5,1,0
109232,37923,Housing,15000,17250.12,479.17,1,0
109229,37924,Financial,7000,9660.24,134.17,1,1
109226,37925,Car,2000,6350.039999999999,176.39,3,0
109223,37926,Personal,20000,26399.88,733.33,2,0
109220,37927,Financial,10000,13800.24,191.67,1,1
109217,37928,Personal,7000,9240.0,154.0,1,0
109214,37929,Personal,15000,19800.0,550.0,2,0
109211,37930,Personal,7000,9239.76,128.33,2,0
109208,37931,Housing,10000,11499.84,159.72,1,0
109205,37932,Personal,10000,13200.0,220.0,1,0
109199,37934,Financial,7000,9659.88,268.33,1,0
109196,37935,Personal,10000,13200.0,220.0,1,1
109193,37936,Car,5000,6349.92,132.29,1,0
109190,37937,Car,7000,8890.08,185.21,3,0
109187,37938,Housing,12000,13799.88,383.33,1,0
109184,37939,Car,5000,6349.68,88.19,1,0
109181,37940,Housing,12000,13800.24,191.67,2,0
109178,37941,Personal,15000,19800.0,275.0,1,1
109175,37942,Personal,15000,19800.0,825.0,1,0
109172,37943,Car,10000,12700.079999999998,176.39,1,0
109169,37944,Car,10000,12699.84,264.58,1,1
109166,37945,Personal,12000,15840.0,440.0,1,2
109163,37946,Car,15000,19050.12,529.17,3,1
109160,37947,Financial,7000,9659.88,268.33,3,0
109157,37948,Personal,15000,19800.0,412.5,2,0
109154,37949,Personal,20000,26400.0,550.0,1,0
109151,37950,Financial,25000,34500.0,718.75,1,0
109148,37951,Car,10000,31749.840000000004,881.94,1,0
109145,37952,Personal,2000,5280.0,220.0,1,0
109142,37953,Financial,7000,9660.0,201.25,1,0
109139,37954,Personal,12000,15840.0,440.0,2,0
109136,37955,Car,10000,12700.079999999998,529.17,1,0
109133,37956,Financial,12000,16560.0,345.0,2,0
109127,37958,Personal,12000,15840.0,440.0,2,0
109124,37959,Personal,10000,13200.12,366.67,1,1
109121,37960,Car,4000,5079.960000000001,141.11,1,0
109118,37961,Car,10000,12700.079999999998,352.78,3,0
109115,37962,Car,10000,12700.199999999999,211.67,1,0
109112,37963,Financial,7000,9660.24,134.17,1,0
109109,37964,Financial,7000,9660.24,134.17,1,2
109103,37966,Personal,10000,13199.76,183.33,1,0
109100,37967,Personal,10000,13199.76,183.33,1,0
109097,37968,Car,10000,12700.079999999998,176.39,2,0
109094,37969,Car,15000,19050.12,529.17,1,1
109091,37970,Financial,15000,20700.0,862.5,2,1
109088,37971,Personal,12000,15840.0,440.0,3,0
109085,37972,Car,10000,12700.079999999998,529.17,2,0
109082,37973,Personal,15000,19800.0,550.0,1,1
109079,37974,Personal,10000,13200.12,366.67,1,1
109076,37975,Car,7000,8889.84,123.47,3,0
109070,37977,Car,20000,25399.8,423.33,1,1
109067,37978,Car,10000,19050.0,793.75,1,0
109064,37979,Personal,7000,9240.0,192.5,1,0
109061,37980,Car,15000,19050.0,793.75,2,0
109058,37981,Housing,7000,8050.199999999999,134.17,1,0
109055,37982,Personal,10000,13200.12,366.67,1,0
109052,37983,Financial,10000,13799.88,383.33,1,0
109049,37984,Personal,25000,32999.76,458.33,1,0
109046,37985,Personal,10000,13199.76,183.33,2,0
109043,37986,Personal,15000,19800.0,825.0,3,0
109040,37987,Car,10000,12700.199999999999,211.67,1,2
109037,37988,Housing,10000,11500.08,479.17,1,1
109034,37989,Housing,7000,8050.32,111.81,2,0
109031,37990,Car,7000,8890.199999999999,148.17,1,0
109028,37991,Car,7000,8890.08,185.21,1,0
109025,37992,Car,4000,5080.32,70.56,1,1
109022,37993,Personal,7000,9240.12,256.67,2,0
109019,37994,Financial,25000,34500.24,479.17,1,0
109016,37995,Personal,12000,15840.0,264.0,1,0
109013,37996,Housing,10000,17249.760000000002,239.58,1,0
109010,37997,Financial,10000,13799.88,383.33,1,0
109007,37998,Car,25000,31749.840000000004,440.97,1,0
109004,37999,Car,7000,8890.08,185.21,3,0
109001,38000,Car,15000,19049.76,264.58,2,0
108998,38001,Car,7000,8890.08,370.42,1,0
108995,38002,Personal,15000,19800.0,330.0,1,0
108992,38003,Housing,10000,11499.84,319.44,1,0
108986,38005,Car,12000,15240.0,317.5,1,0
108983,38006,Car,10000,12700.079999999998,176.39,1,0
108980,38007,Housing,7000,8049.960000000001,223.61,2,0
108977,38008,Personal,25000,32999.76,458.33,2,0
108974,38009,Car,10000,25400.159999999996,529.17,1,0
108968,38011,Financial,5000,6900.12,191.67,1,0
108965,38012,Personal,20000,26399.88,733.33,1,0
108962,38013,Housing,10000,17250.239999999998,359.38,3,0
108959,38014,Car,15000,19050.239999999998,396.88,1,0
108956,38015,Personal,15000,19800.0,275.0,2,1
108953,38016,Personal,12000,15840.0,440.0,1,2
108950,38017,Car,25000,31749.840000000004,881.94,1,0
108944,38019,Financial,7000,9659.88,268.33,1,0
108941,38020,Financial,15000,20700.0,575.0,1,0
108938,38021,Car,10000,12700.079999999998,529.17,1,0
108935,38022,Financial,10000,13800.24,191.67,1,0
108932,38023,Car,7000,8889.84,246.94,1,0
108926,38025,Financial,15000,20700.0,575.0,1,0
108923,38026,Financial,15000,20700.0,431.25,1,2
108920,38027,Personal,10000,13200.0,275.0,1,0
108917,38028,Financial,10000,13800.0,230.0,1,0
108914,38029,Financial,4000,5519.88,153.33,2,0
108911,38030,Personal,12000,15840.0,330.0,1,0
108908,38031,Housing,5000,5749.92,239.58,2,0
108905,38032,Personal,10000,15840.0,330.0,1,1
108902,38033,Car,10000,12700.079999999998,176.39,1,0
108899,38034,Personal,7000,9240.0,192.5,1,0
108896,38035,Personal,5000,6600.24,91.67,1,1
108893,38036,Car,10000,19050.0,317.5,2,1
108890,38037,Car,10000,15240.0,317.5,2,1
108887,38038,Personal,7000,9239.76,128.33,1,1
108884,38039,Car,5000,6349.92,132.29,1,1
108881,38040,Housing,15000,17250.12,479.17,1,0
108878,38041,Car,4000,5079.84,105.83,1,0
108872,38043,Housing,10000,11500.08,479.17,1,0
108869,38044,Car,7000,8890.199999999999,148.17,1,0
108866,38045,Car,7000,8889.84,123.47,2,0
108863,38046,Car,7000,8890.08,185.21,3,2
108860,38047,Personal,10000,19800.0,550.0,2,0
108857,38048,Housing,15000,17250.239999999998,359.38,3,1
108854,38049,Housing,7000,8050.32,111.81,3,0
108851,38050,Personal,10000,13200.0,275.0,2,0
108848,38051,Financial,7000,9660.0,201.25,3,0
108845,38052,Car,4000,5079.84,105.83,1,0
108842,38053,Car,5000,6350.039999999999,176.39,1,1
108839,38054,Housing,10000,11499.84,239.58,1,0
108836,38055,Car,12000,15239.88,423.33,1,2
108830,38057,Car,7000,8889.84,123.47,1,0
108827,38058,Financial,5000,6900.0,143.75,1,0
108821,38060,Financial,25000,34500.0,575.0,1,0
108818,38061,Car,25000,31750.199999999997,529.17,1,2
108815,38062,Car,4000,5079.84,105.83,1,2
108812,38063,Car,7000,8889.84,246.94,1,0
108809,38064,Car,15000,19050.0,793.75,1,2
108806,38065,Car,10000,12699.84,264.58,1,0
108803,38066,Housing,10000,11499.84,319.44,1,0
108800,38067,Car,12000,15240.0,254.0,1,0
108797,38068,Car,10000,12700.079999999998,352.78,1,1
108794,38069,Car,15000,19050.0,317.5,1,0
108785,38072,Car,5000,6350.039999999999,176.39,1,0
108782,38073,Personal,15000,19800.0,275.0,1,0
108779,38074,Car,7000,8890.08,185.21,2,0
108776,38075,Housing,10000,11499.84,159.72,1,1
108773,38076,Financial,4000,5520.0,115.0,1,0
108767,38078,Car,7000,8889.84,246.94,1,0
108764,38079,Personal,10000,13200.0,275.0,2,0
108761,38080,Personal,7000,9240.0,192.5,1,0
108758,38081,Housing,12000,13799.88,383.33,1,0
108755,38082,Housing,10000,28749.96,798.61,3,0
108752,38083,Financial,10000,13799.88,383.33,1,0
108749,38084,Personal,15000,19800.0,825.0,1,2
108746,38085,Financial,7000,9660.0,161.0,2,0
108743,38086,Car,7000,8889.84,246.94,1,0
108740,38087,Personal,7000,9240.0,192.5,1,0
108737,38088,Personal,7000,9240.12,256.67,1,0
108731,38090,Housing,10000,11499.84,159.72,1,0
108728,38091,Car,10000,12700.079999999998,352.78,1,0
108725,38092,Car,20000,25399.8,423.33,1,1
108722,38093,Personal,10000,13200.0,275.0,1,0
108719,38094,Housing,4000,4600.08,191.67,1,0
108716,38095,Personal,4000,5280.0,220.0,1,1
108713,38096,Financial,12000,16560.0,230.0,1,0
108707,38098,Car,10000,12699.84,264.58,1,0
108704,38099,Financial,25000,34500.24,479.17,2,0
108698,38101,Car,10000,12700.079999999998,529.17,1,0
108695,38102,Housing,15000,17249.760000000002,239.58,1,0
108692,38103,Personal,10000,13200.12,366.67,1,1
108689,38104,Personal,10000,13200.0,550.0,2,2
108686,38105,Personal,15000,19800.0,825.0,1,0
108683,38106,Financial,12000,16560.0,230.0,2,0
108677,38108,Car,7000,8890.08,370.42,1,1
108674,38109,Car,7000,8889.84,123.47,1,0
108671,38110,Car,25000,31750.199999999997,529.17,1,2
108668,38111,Car,7000,8889.84,123.47,1,0
108665,38112,Personal,7000,9240.0,192.5,2,0
108662,38113,Financial,4000,5520.0,115.0,1,0
108659,38114,Financial,12000,16560.0,345.0,1,0
108656,38115,Personal,15000,19800.0,825.0,1,0
108653,38116,Car,4000,5079.84,105.83,3,0
108647,38118,Financial,10000,13800.0,230.0,1,0
108644,38119,Car,5000,6349.92,132.29,3,0
108638,38121,Financial,12000,16560.0,345.0,2,0
108632,38123,Housing,15000,17250.239999999998,359.38,1,0
108629,38124,Car,10000,31750.08,661.46,1,0
108626,38125,Personal,15000,19800.0,550.0,3,0
108623,38126,Personal,15000,19800.0,275.0,1,1
108620,38127,Financial,7000,9659.88,268.33,1,1
108617,38128,Housing,7000,8049.960000000001,223.61,2,1
108614,38129,Car,7000,8889.84,246.94,3,0
108611,38130,Housing,7000,8050.08,167.71,1,0
108605,38132,Personal,4000,5280.12,146.67,1,0
108602,38133,Personal,12000,15840.0,264.0,1,2
108599,38134,Financial,10000,13799.88,383.33,2,0
108596,38135,Financial,10000,13799.88,383.33,1,0
108593,38136,Financial,4000,5520.24,76.67,2,0
108590,38137,Car,10000,12700.079999999998,352.78,1,0
108587,38138,Housing,12000,13800.24,191.67,1,0
108584,38139,Financial,7000,9660.24,134.17,1,2
108581,38140,Personal,7000,9240.12,256.67,1,0
108578,38141,Financial,7000,9659.88,268.33,2,0
108575,38142,Car,25000,31750.08,661.46,1,1
108572,38143,Car,7000,8889.84,123.47,1,0
108569,38144,Car,10000,12699.84,264.58,1,0
108566,38145,Personal,10000,13199.76,183.33,1,0
108563,38146,Housing,15000,17250.239999999998,359.38,1,0
108560,38147,Car,15000,19050.12,529.17,2,0
108557,38148,Car,7000,8890.08,185.21,1,0
108554,38149,Personal,5000,6599.88,183.33,1,0
108551,38150,Car,7000,8890.199999999999,148.17,2,0
108548,38151,Car,10000,12700.079999999998,529.17,1,0
108545,38152,Housing,20000,23000.04,638.89,1,0
108542,38153,Car,12000,15240.24,211.67,1,2
108539,38154,Financial,7000,9660.0,201.25,1,0
108536,38155,Housing,7000,8050.32,111.81,1,1
108533,38156,Financial,7000,9659.88,268.33,1,0
108530,38157,Housing,7000,8049.960000000001,223.61,1,0
108527,38158,Personal,7000,9240.0,192.5,2,0
108524,38159,Financial,7000,9660.0,201.25,1,0
108521,38160,Financial,12000,16560.0,690.0,1,2
108518,38161,Housing,7000,8050.08,335.42,2,0
108515,38162,Car,10000,12699.84,264.58,1,1
108512,38163,Car,10000,12700.079999999998,176.39,1,0
108509,38164,Car,25000,31749.840000000004,881.94,1,0
108506,38165,Car,7000,8890.08,185.21,1,2
108503,38166,Personal,10000,13200.0,275.0,3,0
108500,38167,Financial,10000,13800.24,191.67,1,0
108497,38168,Personal,10000,13200.12,366.67,2,0
108494,38169,Personal,25000,32999.76,458.33,1,2
108491,38170,Personal,20000,26399.88,733.33,2,2
108488,38171,Car,7000,8889.84,246.94,1,1
108485,38172,Personal,10000,13200.0,275.0,1,0
108482,38173,Car,7000,8889.84,123.47,1,0
108479,38174,Personal,10000,13200.0,275.0,1,1
108476,38175,Car,7000,8890.08,185.21,1,0
108473,38176,Personal,7000,9240.12,256.67,1,0
108470,38177,Financial,7000,9660.0,161.0,1,0
108467,38178,Personal,25000,33000.0,687.5,1,0
108464,38179,Personal,12000,15840.0,220.0,1,0
108458,38181,Car,15000,19050.0,793.75,3,0
108455,38182,Car,10000,12700.079999999998,529.17,1,0
108452,38183,Financial,10000,13800.24,191.67,1,0
108449,38184,Car,15000,19050.239999999998,396.88,1,0
108446,38185,Car,10000,12700.079999999998,352.78,1,0
108443,38186,Car,5000,6349.92,132.29,1,0
108437,38188,Car,10000,12700.079999999998,529.17,1,0
108434,38189,Car,10000,19049.76,264.58,3,2
108431,38190,Financial,12000,16560.0,345.0,2,0
108425,38192,Car,10000,12700.199999999999,211.67,1,1
108422,38193,Car,4000,5079.960000000001,141.11,1,0
108419,38194,Housing,12000,13800.0,287.5,1,0
108416,38195,Housing,4000,4599.84,95.83,2,1
108413,38196,Personal,10000,13200.12,366.67,1,0
108410,38197,Car,15000,19050.12,529.17,1,0
108407,38198,Personal,15000,19800.0,825.0,1,1
108404,38199,Housing,7000,8050.199999999999,134.17,1,0
108401,38200,Personal,25000,33000.0,687.5,1,0
108398,38201,Personal,15000,19800.0,550.0,2,0
108395,38202,Car,7000,8890.08,185.21,1,1
108392,38203,Car,7000,8889.84,246.94,1,1
108389,38204,Car,5000,6350.039999999999,176.39,1,0
108386,38205,Car,10000,12699.84,264.58,1,2
108383,38206,Car,10000,12700.079999999998,352.78,1,0
108380,38207,Housing,10000,11499.84,319.44,1,1
108377,38208,Car,10000,12700.079999999998,352.78,2,0
108374,38209,Personal,10000,13200.12,366.67,1,0
108371,38210,Car,12000,15240.0,317.5,1,0
108368,38211,Car,5000,6349.92,264.58,3,0
108365,38212,Financial,7000,9660.0,402.5,1,0
108362,38213,Housing,5000,5749.92,119.79,3,1
108359,38214,Financial,5000,6900.12,191.67,1,0
108356,38215,Car,25000,31749.840000000004,881.94,3,0
108353,38216,Car,10000,12700.079999999998,529.17,2,0
108350,38217,Car,15000,19050.0,317.5,1,0
108347,38218,Financial,5000,6900.0,287.5,1,0
108344,38219,Financial,12000,16560.0,276.0,1,0
108341,38220,Car,10000,12700.079999999998,352.78,2,1
108338,38221,Car,7000,8890.08,185.21,1,2
108332,38223,Financial,20000,27600.12,766.67,1,0
108329,38224,Car,7000,8889.84,246.94,1,0
108326,38225,Personal,10000,13200.12,366.67,1,1
