loan_id,cust_id,date,loan_reason,loan_term,requested_amount,installment,number_loans_accounts,number_accounts
125330,32557,2016-11-01,Housing,48,10000,239.58,0,1
125327,32558,2016-03-01,Financial,36,10000,383.33,0,1
125324,32559,2016-07-01,Financial,36,10000,383.33,3,1
125321,32560,2016-05-01,Financial,60,10000,230.0,0,2
125318,32561,2017-03-01,Housing,36,10000,319.44,0,1
125315,32562,2018-09-01,Housing,24,7000,335.42,0,1
125312,32563,2016-04-01,Financial,72,10000,191.67,0,1
125309,32564,2017-03-01,Personal,48,7000,192.5,0,1
125306,32565,2017-04-01,Personal,72,10000,183.33,0,1
125303,32566,2016-12-01,Car,48,12000,317.5,0,1
125300,32567,2016-07-01,Personal,48,7000,192.5,2,1
125297,32568,2017-09-01,Car,36,5000,176.39,2,1
125294,32569,2018-06-01,Financial,36,30000,1150.0,0,1
125291,32570,2018-02-01,Car,36,7000,246.94,0,3
125288,32571,2018-11-01,Car,24,10000,529.17,0,1
125285,32572,2018-10-01,Car,36,4000,141.11,0,1
125282,32573,2018-04-01,Housing,72,5000,79.86,0,5
125279,32574,2016-02-01,Car,48,25000,661.46,3,1
125276,32575,2016-10-01,Housing,36,15000,479.17,0,1
125273,32576,2016-06-01,Financial,24,25000,1437.5,0,1
125270,32577,2017-02-01,Car,48,25000,661.46,1,1
125267,32578,2017-02-01,Housing,72,7000,111.81,0,1
125264,32579,2017-11-01,Personal,36,15000,550.0,1,1
125261,32580,2018-10-01,Personal,36,7000,256.67,1,1
125258,32581,2017-06-01,Car,36,7000,246.94,0,1
125255,32582,2016-12-01,Car,60,12000,254.0,0,1
125252,32583,2016-10-01,Car,60,5000,105.83,0,1
125249,32584,2017-09-01,Car,48,7000,185.21,0,1
125246,32585,2016-12-01,Housing,24,12000,575.0,2,3
125243,32586,2017-07-01,Housing,48,7000,167.71,0,1
125240,32587,2016-03-01,Car,48,10000,317.5,0,1
125237,32588,2016-05-01,Financial,36,10000,383.33,0,2
125234,32589,2016-04-01,Car,48,15000,396.88,0,1
125231,32590,2017-05-01,Housing,48,5000,119.79,2,2
125228,32591,2017-08-01,Personal,36,15000,550.0,0,1
125225,32592,2018-06-01,Personal,24,25000,1375.0,0,1
125222,32593,2016-10-01,Housing,36,10000,319.44,0,1
125219,32594,2017-01-01,Car,60,10000,317.5,0,1
125216,32595,2018-08-01,Car,48,12000,317.5,0,1
125213,32596,2017-03-01,Financial,48,10000,287.5,0,1
125210,32597,2016-07-01,Car,36,50000,1763.89,1,1
125207,32598,2018-06-01,Financial,72,15000,287.5,1,1
125204,32599,2016-10-01,Housing,36,15000,479.17,2,1
125201,32600,2016-01-01,Personal,48,4000,110.0,0,1
125198,32601,2018-02-01,Housing,36,12000,383.33,0,3
125195,32602,2017-06-01,Car,48,10000,264.58,1,1
125192,32603,2018-01-01,Housing,48,50000,1197.92,0,1
125189,32604,2018-01-01,Housing,36,10000,319.44,0,1
125186,32605,2017-10-01,Personal,48,10000,275.0,0,2
125183,32606,2018-11-01,Personal,60,10000,220.0,0,1
125180,32607,2018-04-01,Personal,36,7000,256.67,1,1
125177,32608,2018-10-01,Housing,36,7000,223.61,2,1
125174,32609,2016-02-01,Car,36,30000,1058.33,0,1
125171,32610,2018-10-01,Personal,36,50000,1833.33,0,1
125168,32611,2018-03-01,Car,24,30000,1587.5,0,1
125165,32612,2016-05-01,Car,72,15000,264.58,0,1
125162,32613,2017-01-01,Car,72,4000,70.56,0,1
125159,32614,2018-11-01,Car,24,12000,635.0,1,1
125156,32615,2017-09-01,Financial,36,30000,1150.0,0,1
125153,32616,2016-12-01,Housing,48,7000,167.71,0,1
125150,32617,2016-09-01,Car,48,15000,396.88,0,1
125147,32618,2018-10-01,Personal,36,10000,550.0,0,1
125144,32619,2017-07-01,Housing,36,5000,159.72,1,3
125141,32620,2018-02-01,Car,72,5000,88.19,0,1
125138,32621,2017-01-01,Financial,36,10000,383.33,0,1
125135,32622,2016-01-01,Housing,48,5000,119.79,0,2
125132,32623,2017-12-01,Car,60,15000,317.5,0,2
125129,32624,2017-04-01,Housing,48,50000,1197.92,0,1
125126,32625,2018-12-01,Car,36,10000,352.78,0,2
125123,32626,2016-02-01,Car,48,7000,185.21,0,1
125120,32627,2016-06-01,Personal,36,15000,550.0,0,1
125117,32628,2018-04-01,Housing,48,12000,287.5,1,1
125114,32629,2016-02-01,Car,48,12000,317.5,1,1
125111,32630,2017-02-01,Housing,72,4000,63.89,0,1
125108,32631,2016-12-01,Car,48,10000,264.58,0,1
125105,32632,2017-10-01,Financial,60,4000,92.0,0,2
125102,32633,2017-01-01,Car,72,10000,176.39,0,1
125099,32634,2018-04-01,Car,48,15000,396.88,0,1
125096,32635,2017-05-01,Financial,48,15000,431.25,2,1
125093,32636,2016-12-01,Car,36,15000,529.17,0,2
125090,32637,2018-12-01,Financial,36,10000,383.33,0,1
125087,32638,2016-01-01,Car,36,7000,246.94,0,1
125084,32639,2016-07-01,Car,48,7000,185.21,0,1
125081,32640,2016-11-01,Financial,72,7000,134.17,0,1
125078,32641,2016-06-01,Car,72,7000,123.47,0,1
125075,32642,2018-03-01,Car,36,20000,705.56,0,2
125072,32643,2017-06-01,Personal,48,15000,412.5,0,1
125069,32644,2018-07-01,Car,36,25000,881.94,0,1
125066,32645,2016-07-01,Car,24,10000,793.75,0,2
125063,32646,2016-11-01,Housing,48,25000,598.96,0,2
125060,32647,2016-12-01,Car,36,10000,352.78,0,1
125057,32648,2018-12-01,Car,60,30000,635.0,2,1
125054,32649,2016-06-01,Personal,48,7000,192.5,0,1
125051,32650,2018-02-01,Personal,36,25000,916.67,0,1
125048,32651,2017-05-01,Financial,48,7000,201.25,2,1
125045,32652,2018-06-01,Housing,72,30000,479.17,1,1
125042,32653,2018-06-01,Car,24,15000,793.75,3,1
125039,32654,2017-09-01,Car,36,25000,881.94,0,1
125036,32655,2017-06-01,Car,24,25000,1322.92,0,1
125033,32656,2016-07-01,Financial,24,10000,575.0,0,2
125030,32657,2018-07-01,Personal,48,10000,275.0,0,1
125027,32658,2016-09-01,Financial,48,10000,287.5,1,3
125024,32659,2018-09-01,Car,48,10000,264.58,0,3
125021,32660,2018-05-01,Housing,36,12000,383.33,1,1
125018,32661,2017-04-01,Car,48,15000,396.88,0,2
125015,32662,2017-06-01,Housing,36,7000,223.61,1,1
125012,32663,2016-06-01,Car,72,10000,176.39,0,2
125009,32664,2018-04-01,Car,36,15000,529.17,0,1
125006,32665,2018-12-01,Car,72,7000,123.47,0,1
125003,32666,2016-05-01,Car,36,7000,246.94,0,1
125000,32667,2017-04-01,Car,72,7000,123.47,2,1
124997,32668,2018-11-01,Car,60,15000,317.5,0,1
124994,32669,2018-12-01,Personal,24,10000,550.0,0,2
124991,32670,2016-10-01,Financial,72,15000,287.5,0,1
124988,32671,2017-06-01,Housing,48,7000,167.71,0,2
124985,32672,2016-05-01,Personal,72,7000,128.33,1,1
124982,32673,2016-12-01,Car,72,30000,529.17,1,2
124979,32674,2018-08-01,Personal,48,10000,275.0,0,1
124976,32675,2018-10-01,Personal,72,5000,91.67,0,1
124973,32676,2018-03-01,Car,36,7000,246.94,0,2
124970,32677,2016-01-01,Housing,72,7000,111.81,0,1
124967,32678,2016-04-01,Housing,72,7000,111.81,0,1
124964,32679,2016-05-01,Car,24,20000,1058.33,0,1
124961,32680,2017-09-01,Housing,60,7000,134.17,0,1
124958,32681,2017-03-01,Housing,48,7000,167.71,0,2
124955,32682,2016-03-01,Car,48,15000,396.88,3,1
124952,32683,2016-06-01,Housing,72,20000,319.44,0,2
124949,32684,2018-05-01,Financial,36,30000,1150.0,0,3
124946,32685,2016-11-01,Personal,60,15000,330.0,1,1
124943,32686,2018-10-01,Personal,72,15000,275.0,3,1
124940,32687,2016-07-01,Financial,72,7000,134.17,0,1
124937,32688,2018-05-01,Personal,36,7000,256.67,0,1
124934,32689,2017-10-01,Personal,48,10000,275.0,0,1
124931,32690,2018-12-01,Housing,36,4000,127.78,0,2
124928,32691,2017-04-01,Financial,48,25000,718.75,0,3
124925,32692,2017-08-01,Financial,48,10000,345.0,0,2
124922,32693,2017-04-01,Personal,36,7000,256.67,0,1
124919,32694,2017-04-01,Housing,48,7000,167.71,0,1
124916,32695,2016-06-01,Housing,24,4000,191.67,1,1
124913,32696,2016-06-01,Car,60,7000,148.17,0,1
124910,32697,2017-02-01,Housing,36,5000,159.72,0,1
124907,32698,2018-03-01,Personal,36,7000,256.67,1,1
124904,32699,2017-06-01,Car,72,10000,176.39,0,3
124901,32700,2017-09-01,Personal,24,15000,825.0,0,3
124898,32701,2017-12-01,Personal,48,12000,330.0,0,1
124895,32702,2018-04-01,Financial,72,25000,479.17,1,1
124892,32703,2017-08-01,Financial,24,7000,402.5,0,1
124889,32704,2017-06-01,Personal,36,15000,550.0,0,1
124886,32705,2017-03-01,Housing,72,4000,63.89,0,1
124883,32706,2018-03-01,Housing,36,10000,319.44,0,2
124880,32707,2018-03-01,Housing,36,15000,479.17,0,1
124877,32708,2018-08-01,Personal,24,15000,825.0,0,1
124874,32709,2018-01-01,Personal,24,20000,1100.0,0,1
124871,32710,2016-06-01,Car,48,7000,185.21,0,3
124868,32711,2016-08-01,Personal,60,7000,154.0,0,1
124865,32712,2016-05-01,Personal,48,10000,275.0,0,3
124862,32713,2016-02-01,Car,36,15000,529.17,1,1
124859,32714,2018-04-01,Personal,72,7000,128.33,0,1
124856,32715,2016-04-01,Financial,60,25000,575.0,0,1
124853,32716,2018-10-01,Car,36,4000,141.11,0,2
124850,32717,2018-06-01,Financial,72,7000,134.17,2,1
124847,32718,2017-03-01,Car,36,12000,423.33,0,3
124844,32719,2017-05-01,Car,72,30000,529.17,1,1
124841,32720,2016-06-01,Housing,36,10000,319.44,1,1
124838,32721,2018-09-01,Personal,48,10000,275.0,0,1
124835,32722,2016-06-01,Car,24,5000,264.58,1,1
124832,32723,2016-11-01,Car,72,25000,440.97,1,1
124829,32724,2016-02-01,Housing,48,15000,359.38,1,2
124826,32725,2018-11-01,Personal,60,15000,330.0,0,1
124823,32726,2018-03-01,Financial,36,10000,383.33,0,2
124820,32727,2017-05-01,Personal,36,25000,916.67,0,1
124817,32728,2017-10-01,Financial,72,15000,287.5,1,1
124814,32729,2016-08-01,Personal,36,15000,550.0,0,1
124811,32730,2018-06-01,Personal,36,10000,366.67,0,2
124808,32731,2018-08-01,Financial,60,25000,575.0,0,1
124805,32732,2017-05-01,Housing,36,2000,159.72,0,1
124802,32733,2016-08-01,Car,48,7000,185.21,0,3
124799,32734,2017-10-01,Personal,72,10000,183.33,1,1
124796,32735,2016-02-01,Personal,72,30000,550.0,1,1
124793,32736,2017-08-01,Housing,48,4000,95.83,0,2
124790,32737,2017-03-01,Financial,48,7000,201.25,0,1
124787,32738,2016-04-01,Financial,48,12000,345.0,0,2
124784,32739,2018-11-01,Car,48,10000,264.58,0,1
124781,32740,2018-01-01,Car,72,10000,176.39,0,1
124778,32741,2016-09-01,Housing,36,12000,383.33,0,2
124775,32742,2017-12-01,Car,48,4000,105.83,0,2
124772,32743,2018-11-01,Housing,48,7000,167.71,0,1
124769,32744,2017-02-01,Personal,48,10000,275.0,0,2
124766,32745,2017-05-01,Car,60,4000,84.67,0,1
124763,32746,2016-10-01,Financial,36,10000,766.67,1,1
124760,32747,2016-08-01,Car,72,7000,123.47,1,2
124757,32748,2017-12-01,Car,48,10000,317.5,0,2
124754,32749,2017-07-01,Financial,24,10000,1150.0,0,2
124751,32750,2017-04-01,Personal,36,7000,256.67,0,1
124748,32751,2018-02-01,Personal,48,10000,275.0,1,2
124745,32752,2017-07-01,Housing,48,4000,95.83,0,3
124742,32753,2016-04-01,Personal,36,2000,183.33,0,1
124739,32754,2017-10-01,Personal,36,25000,916.67,0,3
124736,32755,2016-03-01,Car,60,7000,148.17,0,1
124733,32756,2016-02-01,Car,24,10000,529.17,0,1
124730,32757,2018-06-01,Housing,24,12000,575.0,0,1
124727,32758,2016-06-01,Financial,72,10000,191.67,0,1
124724,32759,2018-12-01,Personal,48,4000,110.0,0,1
124721,32760,2016-03-01,Car,72,25000,440.97,3,1
124718,32761,2018-12-01,Financial,36,10000,383.33,0,1
124715,32762,2017-05-01,Housing,48,10000,239.58,0,1
124712,32763,2016-09-01,Housing,48,10000,239.58,0,1
124709,32764,2016-04-01,Financial,60,7000,161.0,0,1
124706,32765,2016-02-01,Personal,48,15000,412.5,1,1
124703,32766,2017-08-01,Housing,48,7000,167.71,0,1
124700,32767,2017-05-01,Car,36,30000,1058.33,0,1
124697,32768,2016-02-01,Car,36,5000,176.39,0,2
124694,32769,2016-03-01,Car,24,7000,370.42,1,1
124691,32770,2018-03-01,Car,72,20000,352.78,0,2
124688,32771,2017-11-01,Personal,36,7000,256.67,0,1
124685,32772,2017-03-01,Housing,24,10000,479.17,0,1
124682,32773,2017-07-01,Financial,36,7000,268.33,0,3
124679,32774,2017-12-01,Car,48,10000,264.58,0,1
124676,32775,2017-09-01,Personal,72,7000,128.33,1,1
124673,32776,2017-12-01,Car,60,7000,148.17,0,1
124670,32777,2018-11-01,Car,24,7000,370.42,0,1
124667,32778,2018-02-01,Financial,72,12000,230.0,0,1
124664,32779,2018-09-01,Financial,36,25000,958.33,1,2
124661,32780,2017-02-01,Car,72,7000,123.47,0,2
124658,32781,2018-03-01,Housing,60,10000,191.67,0,1
124655,32782,2016-04-01,Financial,36,10000,383.33,2,3
124652,32783,2017-08-01,Car,72,10000,176.39,0,1
124649,32784,2016-06-01,Personal,48,25000,687.5,0,1
124646,32785,2017-02-01,Financial,48,7000,201.25,0,1
124643,32786,2016-06-01,Financial,60,12000,276.0,0,1
124640,32787,2017-09-01,Car,24,50000,2645.83,0,1
124637,32788,2017-03-01,Car,36,2000,176.39,0,1
124634,32789,2017-07-01,Car,36,10000,423.33,0,1
124631,32790,2018-04-01,Housing,36,15000,479.17,0,1
124628,32791,2016-10-01,Housing,24,12000,575.0,0,1
124625,32792,2018-01-01,Personal,36,12000,440.0,0,1
124622,32793,2018-07-01,Car,48,7000,185.21,1,2
124619,32794,2017-03-01,Personal,48,10000,275.0,0,4
124616,32795,2018-09-01,Car,60,7000,148.17,0,1
124613,32796,2016-07-01,Car,36,10000,352.78,0,2
124610,32797,2018-12-01,Financial,36,10000,575.0,0,1
124607,32798,2017-10-01,Personal,24,10000,1650.0,0,1
124604,32799,2017-08-01,Car,36,7000,246.94,0,1
124601,32800,2016-01-01,Financial,36,7000,268.33,0,1
124598,32801,2016-11-01,Personal,36,12000,440.0,0,2
124595,32802,2017-12-01,Personal,24,10000,550.0,1,1
124592,32803,2016-02-01,Financial,24,10000,575.0,1,1
124589,32804,2016-04-01,Housing,36,10000,319.44,0,3
124586,32805,2017-11-01,Personal,48,10000,825.0,0,1
124583,32806,2016-12-01,Car,48,10000,264.58,0,1
124580,32807,2017-10-01,Car,48,12000,317.5,0,1
124577,32808,2018-04-01,Personal,48,7000,192.5,1,2
124574,32809,2018-01-01,Car,60,10000,211.67,1,2
124571,32810,2018-08-01,Housing,36,25000,798.61,0,1
124568,32811,2017-06-01,Car,36,15000,529.17,0,1
124565,32812,2016-06-01,Car,24,50000,2645.83,3,1
124562,32813,2016-01-01,Housing,24,25000,1197.92,0,1
124559,32814,2018-06-01,Financial,24,12000,690.0,0,1
124556,32815,2018-04-01,Car,36,4000,141.11,1,1
124553,32816,2016-01-01,Financial,48,7000,201.25,0,1
124550,32817,2018-08-01,Financial,72,12000,230.0,0,2
124547,32818,2016-08-01,Housing,36,7000,223.61,0,4
124544,32819,2017-10-01,Housing,60,7000,134.17,0,1
124541,32820,2018-09-01,Financial,48,25000,718.75,0,3
124538,32821,2018-04-01,Financial,48,12000,345.0,1,2
124535,32822,2018-05-01,Car,36,25000,881.94,0,2
124532,32823,2018-06-01,Personal,48,20000,550.0,0,1
124529,32824,2016-11-01,Personal,72,7000,128.33,0,2
124526,32825,2016-06-01,Housing,72,10000,159.72,3,1
124523,32826,2017-04-01,Financial,48,12000,345.0,0,3
124520,32827,2017-03-01,Personal,36,4000,146.67,0,1
124517,32828,2016-04-01,Housing,48,7000,167.71,1,1
124514,32829,2016-12-01,Car,72,10000,176.39,0,1
124511,32830,2017-07-01,Car,48,7000,185.21,2,1
124508,32831,2017-11-01,Housing,72,10000,159.72,0,1
124505,32832,2016-01-01,Car,24,12000,635.0,1,1
124502,32833,2016-08-01,Housing,48,10000,239.58,0,1
124499,32834,2016-06-01,Car,24,5000,264.58,0,3
124496,32835,2016-11-01,Financial,72,7000,134.17,0,2
124493,32836,2016-09-01,Housing,48,7000,167.71,0,1
124490,32837,2017-10-01,Car,36,7000,246.94,0,1
124487,32838,2018-04-01,Personal,48,10000,275.0,2,1
124484,32839,2018-07-01,Car,36,25000,881.94,0,1
124481,32840,2017-06-01,Personal,36,25000,916.67,1,1
124478,32841,2017-09-01,Housing,60,7000,134.17,0,1
124475,32842,2018-03-01,Personal,24,10000,550.0,0,1
124472,32843,2018-04-01,Personal,24,25000,1375.0,0,1
124469,32844,2018-02-01,Housing,36,7000,223.61,0,1
124466,32845,2018-11-01,Personal,36,4000,146.67,0,1
124463,32846,2016-02-01,Housing,24,25000,1197.92,0,1
124460,32847,2018-08-01,Personal,36,12000,440.0,2,1
124457,32848,2018-04-01,Financial,72,10000,191.67,0,3
124454,32849,2017-06-01,Personal,48,7000,192.5,0,1
124451,32850,2017-12-01,Housing,48,25000,598.96,0,2
124448,32851,2016-01-01,Financial,48,7000,201.25,0,1
124445,32852,2016-05-01,Personal,48,10000,687.5,0,2
124442,32853,2016-11-01,Housing,72,25000,399.31,0,1
124439,32854,2018-05-01,Personal,48,25000,687.5,0,2
124436,32855,2017-12-01,Car,36,7000,246.94,0,4
124433,32856,2016-08-01,Financial,48,10000,287.5,0,1
124430,32857,2016-11-01,Car,24,10000,1322.92,0,1
124427,32858,2016-08-01,Car,48,4000,105.83,0,1
124424,32859,2018-11-01,Financial,72,15000,287.5,0,1
124421,32860,2018-06-01,Personal,36,15000,550.0,0,1
124418,32861,2016-02-01,Personal,48,10000,275.0,0,4
124415,32862,2016-10-01,Financial,36,20000,766.67,0,1
124412,32863,2017-02-01,Car,36,10000,352.78,0,1
124409,32864,2018-04-01,Car,48,10000,264.58,0,1
124406,32865,2018-12-01,Personal,72,10000,183.33,0,1
124403,32866,2017-03-01,Housing,36,7000,223.61,2,1
124400,32867,2018-03-01,Personal,72,15000,275.0,0,1
124397,32868,2017-07-01,Housing,72,7000,111.81,0,1
124394,32869,2018-01-01,Personal,60,15000,330.0,0,1
124391,32870,2017-03-01,Car,60,15000,317.5,0,4
124388,32871,2016-03-01,Car,36,15000,529.17,0,1
124385,32872,2018-04-01,Car,48,10000,264.58,0,1
124382,32873,2017-03-01,Personal,48,20000,550.0,2,1
124379,32874,2016-02-01,Personal,36,30000,1100.0,3,1
124376,32875,2017-11-01,Personal,48,12000,330.0,0,1
124373,32876,2017-06-01,Personal,72,12000,220.0,0,2
124370,32877,2018-12-01,Financial,48,7000,201.25,0,1
124367,32878,2018-02-01,Car,24,7000,370.42,0,1
124364,32879,2016-09-01,Housing,72,15000,239.58,0,1
124361,32880,2016-11-01,Car,48,10000,264.58,1,1
124358,32881,2018-08-01,Car,48,7000,185.21,1,2
124355,32882,2016-04-01,Car,48,10000,317.5,0,2
124352,32883,2018-05-01,Car,48,10000,264.58,0,1
124349,32884,2016-07-01,Car,36,7000,246.94,2,2
124346,32885,2016-01-01,Car,48,15000,396.88,0,1
124343,32886,2017-12-01,Housing,72,2000,63.89,0,1
124340,32887,2017-05-01,Car,72,7000,123.47,0,2
124337,32888,2017-11-01,Housing,48,10000,239.58,0,2
124334,32889,2017-02-01,Car,48,25000,661.46,1,1
124331,32890,2018-08-01,Financial,72,30000,575.0,0,1
124328,32891,2016-06-01,Personal,72,10000,183.33,0,1
124325,32892,2017-03-01,Personal,48,25000,687.5,1,1
124322,32893,2018-03-01,Car,48,7000,185.21,1,2
124319,32894,2017-09-01,Housing,72,50000,798.61,0,1
124316,32895,2017-03-01,Personal,24,25000,1375.0,2,2
124313,32896,2017-10-01,Personal,48,10000,275.0,0,1
124310,32897,2018-07-01,Car,24,12000,635.0,2,2
124307,32898,2017-01-01,Housing,48,10000,239.58,0,2
124304,32899,2016-03-01,Personal,48,7000,192.5,0,1
124301,32900,2016-08-01,Car,48,7000,185.21,1,1
124298,32901,2016-09-01,Financial,24,25000,1437.5,0,1
124295,32902,2017-11-01,Car,60,12000,254.0,0,1
124292,32903,2017-09-01,Personal,48,15000,412.5,0,1
124289,32904,2016-10-01,Car,72,15000,264.58,0,1
124286,32905,2016-05-01,Financial,36,4000,153.33,0,2
124283,32906,2016-06-01,Housing,36,10000,319.44,0,1
124280,32907,2018-03-01,Financial,72,5000,95.83,0,1
124277,32908,2016-01-01,Housing,60,10000,191.67,0,3
124274,32909,2018-08-01,Car,36,30000,1058.33,0,1
124271,32910,2016-08-01,Car,60,10000,211.67,0,1
124268,32911,2018-06-01,Financial,60,10000,230.0,0,2
124265,32912,2016-01-01,Personal,36,50000,1833.33,0,1
124262,32913,2016-12-01,Financial,48,10000,287.5,0,1
124259,32914,2016-01-01,Housing,48,25000,598.96,1,1
124256,32915,2016-10-01,Car,48,10000,264.58,0,1
124253,32916,2017-09-01,Personal,24,7000,385.0,0,1
124250,32917,2017-12-01,Personal,48,25000,687.5,0,2
124247,32918,2018-06-01,Personal,36,4000,146.67,0,1
124244,32919,2017-03-01,Car,72,4000,70.56,0,1
124241,32920,2018-05-01,Car,36,4000,141.11,1,1
124238,32921,2018-03-01,Personal,36,10000,366.67,0,2
124235,32922,2016-03-01,Financial,72,10000,191.67,1,2
124232,32923,2017-06-01,Personal,36,10000,366.67,0,1
124229,32924,2017-06-01,Housing,48,7000,167.71,1,1
124226,32925,2018-02-01,Car,36,10000,423.33,0,1
124223,32926,2016-10-01,Car,36,15000,529.17,1,1
124220,32927,2016-12-01,Personal,24,10000,660.0,0,1
124217,32928,2016-08-01,Financial,48,7000,201.25,0,1
124214,32929,2018-08-01,Personal,48,4000,110.0,0,1
124211,32930,2018-01-01,Car,48,30000,793.75,2,1
124208,32931,2016-04-01,Car,24,10000,529.17,1,1
124205,32932,2017-02-01,Car,48,10000,264.58,2,1
124202,32933,2017-05-01,Car,60,12000,254.0,0,1
124199,32934,2018-01-01,Housing,60,10000,191.67,0,1
124196,32935,2018-05-01,Financial,60,25000,575.0,0,2
124193,32936,2018-03-01,Car,36,7000,246.94,0,1
124190,32937,2017-09-01,Financial,36,7000,268.33,0,1
124187,32938,2017-08-01,Financial,36,12000,460.0,2,1
124184,32939,2017-10-01,Financial,36,4000,153.33,0,2
124181,32940,2017-01-01,Personal,72,12000,220.0,0,1
124178,32941,2016-04-01,Car,48,7000,185.21,0,1
124175,32942,2017-06-01,Personal,72,30000,550.0,0,1
124172,32943,2018-11-01,Car,72,10000,176.39,0,1
124169,32944,2016-07-01,Housing,36,7000,223.61,0,1
124166,32945,2017-12-01,Car,48,15000,396.88,0,1
124163,32946,2016-01-01,Personal,48,15000,412.5,0,2
124160,32947,2016-03-01,Car,48,7000,185.21,0,1
124157,32948,2017-09-01,Car,48,30000,793.75,0,1
124154,32949,2018-04-01,Housing,60,10000,191.67,0,1
124151,32950,2016-08-01,Financial,24,12000,690.0,0,2
124148,32951,2017-03-01,Housing,36,10000,319.44,1,1
124145,32952,2017-06-01,Car,72,12000,211.67,1,1
124142,32953,2018-04-01,Housing,48,10000,239.58,0,1
124139,32954,2018-11-01,Housing,48,15000,359.38,1,1
124136,32955,2017-07-01,Car,36,10000,352.78,0,1
124133,32956,2017-10-01,Car,72,7000,123.47,2,1
124130,32957,2018-11-01,Housing,48,10000,239.58,1,4
124127,32958,2018-08-01,Car,72,10000,176.39,0,1
124124,32959,2017-04-01,Personal,48,5000,137.5,0,1
124121,32960,2018-03-01,Personal,36,10000,366.67,0,1
124118,32961,2018-07-01,Housing,72,10000,399.31,1,1
124115,32962,2016-03-01,Financial,60,10000,230.0,0,1
124112,32963,2016-09-01,Car,60,10000,211.67,0,1
124109,32964,2016-03-01,Car,48,10000,661.46,0,2
124106,32965,2018-12-01,Car,36,4000,141.11,0,1
124103,32966,2017-06-01,Financial,60,10000,230.0,0,1
124100,32967,2017-05-01,Car,72,10000,211.67,0,1
124097,32968,2018-12-01,Housing,24,4000,191.67,0,1
124094,32969,2018-10-01,Personal,48,10000,275.0,0,1
124091,32970,2018-02-01,Car,48,10000,264.58,1,1
124088,32971,2017-07-01,Financial,48,25000,718.75,1,1
124085,32972,2016-10-01,Car,60,10000,211.67,3,1
124082,32973,2016-03-01,Car,48,10000,661.46,0,3
124079,32974,2016-02-01,Car,36,25000,881.94,1,1
124076,32975,2016-06-01,Car,48,25000,661.46,0,1
124073,32976,2016-09-01,Car,36,10000,352.78,0,3
124070,32977,2018-11-01,Car,36,30000,1058.33,0,3
124067,32978,2016-08-01,Car,60,10000,211.67,0,1
124064,32979,2018-04-01,Car,60,10000,211.67,1,1
124061,32980,2018-08-01,Car,48,10000,264.58,1,1
124058,32981,2016-06-01,Personal,36,12000,440.0,1,2
124055,32982,2017-03-01,Car,36,7000,246.94,0,1
124052,32983,2016-07-01,Housing,72,7000,111.81,0,1
124049,32984,2018-10-01,Financial,72,4000,76.67,1,1
124046,32985,2017-05-01,Housing,60,10000,191.67,0,1
124043,32986,2018-12-01,Car,48,15000,396.88,0,2
124040,32987,2018-12-01,Housing,48,30000,718.75,0,3
124037,32988,2018-01-01,Car,48,10000,264.58,0,3
124034,32989,2018-06-01,Car,72,10000,176.39,0,1
124031,32990,2018-01-01,Financial,48,25000,718.75,0,2
124028,32991,2018-12-01,Car,36,10000,881.94,0,3
124025,32992,2017-06-01,Car,48,7000,185.21,0,1
124022,32993,2016-09-01,Personal,36,7000,256.67,0,1
124019,32994,2018-10-01,Car,72,10000,176.39,0,1
124016,32995,2017-01-01,Housing,24,10000,479.17,1,1
124013,32996,2016-08-01,Personal,48,12000,330.0,0,2
124010,32997,2017-06-01,Car,48,7000,185.21,0,1
124007,32998,2017-09-01,Housing,60,10000,287.5,1,1
124004,32999,2016-08-01,Car,36,12000,423.33,0,1
124001,33000,2016-07-01,Personal,36,10000,366.67,1,2
123998,33001,2018-01-01,Personal,60,25000,550.0,3,1
123995,33002,2018-06-01,Housing,48,12000,287.5,0,2
123992,33003,2018-03-01,Car,48,10000,317.5,0,2
123989,33004,2018-03-01,Financial,24,7000,402.5,0,1
123986,33005,2018-09-01,Car,60,4000,84.67,1,1
123983,33006,2016-11-01,Car,48,12000,317.5,0,3
123980,33007,2017-11-01,Housing,24,12000,575.0,0,1
123977,33008,2017-11-01,Financial,72,7000,134.17,0,1
123974,33009,2016-02-01,Housing,72,10000,159.72,0,2
123971,33010,2017-03-01,Housing,72,10000,239.58,0,3
123968,33011,2017-09-01,Car,72,7000,123.47,1,1
123965,33012,2018-08-01,Car,48,15000,396.88,0,1
123962,33013,2018-07-01,Financial,48,15000,431.25,2,2
123959,33014,2016-05-01,Financial,36,12000,460.0,0,1
123956,33015,2017-08-01,Car,48,30000,793.75,0,1
123953,33016,2016-08-01,Housing,72,7000,111.81,0,2
123950,33017,2018-04-01,Car,36,7000,246.94,0,1
123947,33018,2016-01-01,Car,36,7000,246.94,0,1
123944,33019,2016-07-01,Car,60,25000,529.17,0,1
123941,33020,2017-01-01,Car,60,10000,211.67,0,1
123938,33021,2017-01-01,Car,72,10000,176.39,0,1
123935,33022,2016-02-01,Car,72,15000,264.58,0,3
123932,33023,2017-02-01,Housing,24,15000,718.75,0,1
123929,33024,2018-08-01,Car,60,10000,211.67,0,1
123926,33025,2017-12-01,Car,36,10000,352.78,0,2
123923,33026,2018-03-01,Car,36,10000,352.78,0,1
