loan_id,start_date,end_date
116051,2017-01-01,2017-05-01
116036,2017-10-01,2018-02-01
116024,2019-07-01,2019-10-01
116018,2016-06-01,2016-10-01
116006,2019-06-01,2019-10-01
115997,2016-11-01,2016-12-01
115988,2018-06-01,2018-07-01
115964,2019-01-01,2019-05-01
115961,2018-01-01,2018-02-01
115958,2017-06-01,2017-08-01
115955,2017-01-01,2017-05-01
115952,2017-07-01,2017-11-01
115946,2017-12-01,2018-02-01
115943,2018-08-01,2018-09-01
115937,2018-12-01,2019-03-01
115934,2018-09-01,2018-11-01
115931,2017-09-01,2017-11-01
115919,2017-06-01,2017-07-01
115907,2017-10-01,2018-02-01
115898,2017-11-01,2018-02-01
115895,2017-07-01,2017-09-01
115889,2017-04-01,2017-05-01
115886,2017-07-01,2017-10-01
115877,2017-12-01,2018-03-01
115868,2018-01-01,2018-02-01
115856,2019-09-01,2020-01-01
115847,2017-12-01,2018-01-01
115841,2017-09-01,2017-12-01
115829,2018-11-01,2018-12-01
115814,2019-05-01,2019-09-01
115799,2018-09-01,2018-10-01
115787,2016-09-01,2016-12-01
115757,2017-05-01,2017-07-01
115742,2016-10-01,2017-02-01
115739,2019-07-01,2019-08-01
115733,2016-09-01,2016-12-01
115730,2019-02-01,2019-05-01
115727,2017-11-01,2018-01-01
115724,2017-07-01,2017-09-01
115721,2018-05-01,2018-09-01
115700,2017-11-01,2018-02-01
115682,2016-09-01,2016-11-01
115679,2017-04-01,2017-05-01
115676,2018-03-01,2018-06-01
115667,2017-06-01,2017-10-01
115664,2016-11-01,2017-03-01
115661,2017-01-01,2017-03-01
115652,2019-09-01,2019-10-01
115646,2017-02-01,2017-04-01
115637,2017-08-01,2017-12-01
115625,2016-12-01,2017-02-01
115622,2019-03-01,2019-04-01
115604,2017-08-01,2017-12-01
115601,2017-03-01,2017-06-01
115598,2018-06-01,2018-07-01
115583,2018-02-01,2018-03-01
115580,2017-11-01,2018-01-01
115562,2018-03-01,2018-06-01
115559,2019-07-01,2019-11-01
115538,2018-11-01,2019-03-01
115535,2018-05-01,2018-09-01
115523,2017-11-01,2018-03-01
115514,2018-03-01,2018-07-01
115499,2017-11-01,2018-03-01
115496,2017-04-01,2017-05-01
115484,2018-05-01,2018-09-01
115481,2017-05-01,2017-06-01
115469,2017-04-01,2017-06-01
115466,2017-10-01,2017-11-01
115454,2016-12-01,2017-03-01
115442,2018-11-01,2018-12-01
115436,2017-01-01,2017-03-01
115430,2017-09-01,2017-12-01
115421,2018-12-01,2019-01-01
115418,2017-07-01,2017-10-01
115406,2017-04-01,2017-07-01
115388,2017-02-01,2017-05-01
115385,2016-12-01,2017-03-01
115382,2018-05-01,2018-07-01
115373,2016-03-01,2016-04-01
115370,2018-09-01,2018-12-01
115364,2018-08-01,2018-11-01
115352,2017-09-01,2018-01-01
115349,2016-11-01,2017-01-01
115337,2018-10-01,2018-12-01
115331,2018-05-01,2018-08-01
115328,2018-11-01,2018-12-01
115325,2019-08-01,2019-11-01
115322,2016-04-01,2016-08-01
115310,2017-05-01,2017-06-01
115286,2017-06-01,2017-10-01
115283,2017-10-01,2017-12-01
115277,2019-05-01,2019-07-01
115262,2017-09-01,2017-12-01
115259,2016-07-01,2016-11-01
115256,2016-04-01,2016-07-01
115253,2017-03-01,2017-04-01
115250,2017-10-01,2017-11-01
115247,2018-02-01,2018-06-01
115244,2018-10-01,2019-02-01
115241,2018-02-01,2018-06-01
115235,2018-01-01,2018-02-01
115229,2016-10-01,2017-02-01
115220,2017-06-01,2017-10-01
115214,2017-03-01,2017-04-01
115208,2018-07-01,2018-08-01
115196,2019-02-01,2019-06-01
115193,2018-01-01,2018-02-01
115175,2019-01-01,2019-02-01
115160,2016-11-01,2017-02-01
115157,2019-03-01,2019-04-01
115142,2018-02-01,2018-06-01
115130,2019-03-01,2019-06-01
115124,2019-10-01,2019-12-01
115121,2016-05-01,2016-09-01
115118,2019-04-01,2019-08-01
115112,2019-02-01,2019-04-01
115109,2016-10-01,2016-12-01
115082,2016-06-01,2016-09-01
115079,2018-05-01,2018-07-01
115076,2019-01-01,2019-03-01
115067,2019-03-01,2019-04-01
115064,2017-05-01,2017-09-01
115061,2018-08-01,2018-12-01
115055,2017-02-01,2017-03-01
115049,2019-04-01,2019-07-01
115046,2018-06-01,2018-07-01
115037,2019-01-01,2019-02-01
115028,2017-10-01,2018-01-01
115019,2018-11-01,2018-12-01
115010,2018-04-01,2018-05-01
115007,2016-10-01,2016-12-01
115004,2016-05-01,2016-06-01
115001,2018-01-01,2018-04-01
114989,2019-04-01,2019-08-01
114971,2017-04-01,2017-08-01
114968,2017-11-01,2018-02-01
114965,2018-09-01,2018-11-01
114956,2016-06-01,2016-08-01
114950,2017-08-01,2017-12-01
114944,2016-10-01,2017-02-01
114941,2017-01-01,2017-05-01
114935,2019-08-01,2019-12-01
114917,2019-05-01,2019-09-01
114914,2016-07-01,2016-11-01
114902,2017-07-01,2017-11-01
114899,2017-08-01,2017-12-01
114893,2017-11-01,2018-01-01
114878,2017-11-01,2018-03-01
114872,2019-09-01,2020-01-01
114857,2017-08-01,2017-11-01
114854,2019-02-01,2019-06-01
114821,2017-09-01,2018-01-01
114812,2017-03-01,2017-04-01
114803,2017-10-01,2018-01-01
114791,2017-03-01,2017-05-01
114770,2018-04-01,2018-06-01
114758,2018-04-01,2018-08-01
114752,2016-12-01,2017-01-01
114746,2019-03-01,2019-07-01
114743,2017-04-01,2017-08-01
114734,2017-07-01,2017-08-01
114719,2017-10-01,2018-01-01
114707,2017-05-01,2017-08-01
114692,2017-04-01,2017-06-01
114680,2016-08-01,2016-10-01
114668,2016-11-01,2016-12-01
114665,2018-11-01,2018-12-01
114659,2017-04-01,2017-08-01
114650,2017-04-01,2017-05-01
114641,2019-01-01,2019-05-01
114638,2019-09-01,2019-12-01
114635,2018-08-01,2018-12-01
114632,2017-01-01,2017-03-01
114629,2019-07-01,2019-08-01
114623,2019-04-01,2019-05-01
114614,2016-05-01,2016-06-01
114611,2019-02-01,2019-05-01
114602,2018-01-01,2018-05-01
114596,2017-09-01,2017-11-01
114587,2018-03-01,2018-06-01
114584,2018-03-01,2018-07-01
114575,2018-05-01,2018-09-01
114566,2017-02-01,2017-05-01
114563,2018-05-01,2018-08-01
114551,2018-02-01,2018-05-01
114548,2018-02-01,2018-04-01
114545,2016-12-01,2017-01-01
114542,2019-07-01,2019-10-01
114536,2017-05-01,2017-09-01
114521,2017-08-01,2017-11-01
114515,2016-07-01,2016-10-01
114509,2018-10-01,2018-11-01
114503,2019-07-01,2019-11-01
114494,2017-05-01,2017-09-01
114482,2018-09-01,2018-10-01
114476,2017-05-01,2017-07-01
114473,2018-08-01,2018-12-01
114467,2016-10-01,2017-01-01
114464,2018-02-01,2018-03-01
114449,2018-03-01,2018-05-01
114446,2018-06-01,2018-09-01
114443,2017-02-01,2017-05-01
114434,2016-12-01,2017-02-01
114419,2017-07-01,2017-10-01
114410,2019-05-01,2019-09-01
114389,2017-09-01,2017-11-01
114380,2017-11-01,2018-03-01
114371,2017-03-01,2017-05-01
114353,2017-06-01,2017-08-01
114347,2017-01-01,2017-03-01
114341,2017-12-01,2018-04-01
114338,2016-05-01,2016-09-01
114335,2018-03-01,2018-06-01
114326,2018-04-01,2018-07-01
114320,2018-06-01,2018-07-01
114308,2017-04-01,2017-07-01
114302,2018-02-01,2018-04-01
114293,2017-11-01,2018-02-01
114278,2018-04-01,2018-06-01
114275,2017-04-01,2017-05-01
114272,2017-11-01,2017-12-01
114260,2017-06-01,2017-08-01
114254,2018-08-01,2018-11-01
114248,2018-12-01,2019-03-01
114239,2016-07-01,2016-10-01
114221,2018-08-01,2018-10-01
114215,2016-04-01,2016-07-01
114212,2016-05-01,2016-08-01
114206,2018-02-01,2018-05-01
114200,2018-08-01,2018-10-01
114194,2018-02-01,2018-04-01
114191,2017-07-01,2017-10-01
114188,2016-09-01,2016-12-01
114179,2019-04-01,2019-05-01
114173,2016-08-01,2016-12-01
114167,2019-02-01,2019-04-01
114155,2017-01-01,2017-04-01
114152,2019-05-01,2019-06-01
114146,2018-10-01,2019-01-01
114143,2017-02-01,2017-06-01
114125,2017-07-01,2017-09-01
114101,2019-05-01,2019-06-01
114080,2017-12-01,2018-04-01
114077,2018-08-01,2018-12-01
114071,2018-02-01,2018-05-01
114047,2017-10-01,2018-01-01
114044,2019-02-01,2019-03-01
114038,2018-07-01,2018-10-01
114020,2017-02-01,2017-05-01
114002,2016-03-01,2016-06-01
113993,2018-03-01,2018-07-01
113981,2019-05-01,2019-08-01
113975,2017-05-01,2017-06-01
113969,2017-03-01,2017-06-01
113960,2018-07-01,2018-10-01
113948,2019-05-01,2019-09-01
113945,2016-07-01,2016-08-01
113942,2017-11-01,2018-03-01
113936,2018-03-01,2018-05-01
113933,2018-08-01,2018-12-01
113927,2017-11-01,2018-02-01
113924,2018-11-01,2019-02-01
113918,2019-01-01,2019-05-01
113909,2017-11-01,2018-03-01
113906,2017-07-01,2017-10-01
113888,2016-08-01,2016-09-01
113882,2019-03-01,2019-05-01
113855,2017-01-01,2017-04-01
113849,2019-08-01,2019-12-01
113834,2017-06-01,2017-09-01
113822,2018-07-01,2018-08-01
113819,2018-05-01,2018-06-01
113810,2017-11-01,2018-02-01
113792,2018-11-01,2019-02-01
113786,2017-07-01,2017-11-01
113780,2017-04-01,2017-07-01
113774,2017-03-01,2017-07-01
113768,2016-12-01,2017-03-01
113759,2016-06-01,2016-08-01
113753,2019-08-01,2019-09-01
113750,2017-07-01,2017-11-01
113741,2017-02-01,2017-04-01
113720,2017-08-01,2017-09-01
113717,2019-09-01,2020-01-01
113708,2017-11-01,2018-02-01
113705,2019-08-01,2019-12-01
113702,2019-08-01,2019-12-01
113693,2018-01-01,2018-04-01
113690,2016-11-01,2017-02-01
113660,2017-05-01,2017-09-01
113654,2018-01-01,2018-03-01
113648,2016-08-01,2016-11-01
113645,2016-10-01,2017-02-01
113633,2018-01-01,2018-04-01
113627,2018-08-01,2018-09-01
113624,2018-11-01,2018-12-01
113618,2019-02-01,2019-06-01
113612,2017-06-01,2017-09-01
113609,2018-11-01,2019-02-01
113594,2017-10-01,2017-12-01
113591,2016-12-01,2017-02-01
113588,2016-10-01,2017-02-01
113585,2017-05-01,2017-06-01
113579,2016-06-01,2016-09-01
113573,2016-11-01,2017-01-01
113570,2019-01-01,2019-04-01
113567,2017-10-01,2018-02-01
113549,2019-03-01,2019-04-01
113546,2017-05-01,2017-09-01
113540,2018-09-01,2018-10-01
113534,2016-11-01,2016-12-01
113522,2019-07-01,2019-11-01
113510,2017-10-01,2017-12-01
113507,2016-04-01,2016-08-01
113504,2018-08-01,2018-10-01
113498,2017-02-01,2017-05-01
113483,2018-05-01,2018-08-01
113471,2018-10-01,2019-01-01
113468,2018-05-01,2018-06-01
113462,2019-10-01,2019-12-01
113459,2018-01-01,2018-03-01
113453,2016-04-01,2016-05-01
113447,2017-05-01,2017-08-01
113438,2017-01-01,2017-02-01
113435,2018-07-01,2018-08-01
113432,2017-04-01,2017-07-01
113426,2017-01-01,2017-05-01
113423,2018-04-01,2018-05-01
113420,2017-04-01,2017-07-01
113396,2017-04-01,2017-07-01
113378,2018-01-01,2018-03-01
113375,2019-03-01,2019-06-01
113360,2017-04-01,2017-05-01
113357,2018-11-01,2019-03-01
113351,2018-03-01,2018-07-01
113342,2016-07-01,2016-10-01
113339,2016-11-01,2017-02-01
113333,2018-01-01,2018-05-01
113330,2016-12-01,2017-03-01
113309,2019-02-01,2019-06-01
113306,2018-11-01,2019-01-01
113291,2016-09-01,2016-12-01
113285,2017-07-01,2017-10-01
113282,2017-03-01,2017-06-01
113279,2018-12-01,2019-02-01
113270,2018-07-01,2018-11-01
113255,2017-12-01,2018-01-01
113246,2016-07-01,2016-09-01
113237,2017-03-01,2017-07-01
113234,2017-11-01,2018-03-01
113225,2016-06-01,2016-07-01
113213,2017-05-01,2017-07-01
113201,2018-12-01,2019-03-01
113192,2016-11-01,2017-03-01
113180,2016-06-01,2016-09-01
113168,2018-11-01,2018-12-01
113153,2017-06-01,2017-10-01
113150,2017-05-01,2017-07-01
113141,2018-06-01,2018-07-01
113135,2019-04-01,2019-08-01
113132,2018-07-01,2018-10-01
113129,2018-08-01,2018-09-01
113093,2019-07-01,2019-10-01
113090,2018-01-01,2018-04-01
113081,2017-10-01,2018-02-01
113075,2017-08-01,2017-10-01
113063,2017-05-01,2017-08-01
113060,2018-01-01,2018-04-01
113054,2016-09-01,2016-12-01
113051,2017-07-01,2017-11-01
113003,2019-05-01,2019-06-01
112994,2018-07-01,2018-08-01
112988,2017-12-01,2018-03-01
112973,2018-03-01,2018-06-01
112967,2016-11-01,2017-02-01
112955,2018-06-01,2018-09-01
112952,2019-06-01,2019-07-01
112946,2018-11-01,2019-02-01
112934,2018-03-01,2018-06-01
112907,2019-03-01,2019-07-01
112904,2016-09-01,2017-01-01
112898,2019-07-01,2019-11-01
112892,2017-08-01,2017-12-01
112883,2017-07-01,2017-11-01
112877,2017-11-01,2017-12-01
112871,2018-08-01,2018-12-01
112862,2018-04-01,2018-06-01
112856,2017-11-01,2018-01-01
112850,2016-07-01,2016-10-01
112832,2018-09-01,2019-01-01
112826,2018-05-01,2018-06-01
112817,2017-06-01,2017-09-01
112781,2017-05-01,2017-08-01
112775,2017-03-01,2017-06-01
112748,2017-08-01,2017-12-01
112742,2018-09-01,2018-12-01
112739,2018-11-01,2019-02-01
112727,2017-12-01,2018-04-01
112721,2018-07-01,2018-09-01
112712,2016-12-01,2017-04-01
112697,2018-05-01,2018-07-01
112691,2017-11-01,2018-01-01
112685,2018-03-01,2018-07-01
112679,2016-09-01,2017-01-01
112658,2018-11-01,2018-12-01
112646,2019-09-01,2019-12-01
112640,2018-11-01,2019-03-01
112625,2018-02-01,2018-03-01
112616,2016-11-01,2017-02-01
112613,2018-09-01,2019-01-01
112598,2019-04-01,2019-08-01
112589,2017-08-01,2017-12-01
112574,2017-02-01,2017-05-01
112568,2016-11-01,2017-01-01
112559,2017-08-01,2017-12-01
112556,2017-03-01,2017-04-01
112547,2016-09-01,2016-12-01
112472,2018-09-01,2019-01-01
112469,2019-03-01,2019-06-01
112466,2016-07-01,2016-10-01
112460,2019-02-01,2019-05-01
112457,2016-06-01,2016-09-01
112454,2016-09-01,2016-10-01
112442,2017-11-01,2018-02-01
112439,2016-11-01,2017-02-01
112436,2016-09-01,2016-12-01
112418,2019-07-01,2019-09-01
112409,2017-03-01,2017-04-01
112400,2018-02-01,2018-05-01
112397,2016-07-01,2016-08-01
112385,2017-03-01,2017-07-01
112382,2019-05-01,2019-09-01
112379,2018-05-01,2018-06-01
112376,2016-08-01,2016-10-01
112373,2016-12-01,2017-02-01
112367,2017-03-01,2017-06-01
112364,2016-04-01,2016-05-01
112361,2019-04-01,2019-08-01
112352,2018-04-01,2018-08-01
112346,2018-10-01,2019-02-01
112337,2017-07-01,2017-08-01
112298,2019-09-01,2019-12-01
112295,2018-09-01,2018-11-01
112292,2018-07-01,2018-09-01
112286,2018-07-01,2018-11-01
112283,2018-09-01,2018-11-01
112280,2017-03-01,2017-06-01
112277,2018-01-01,2018-04-01
112274,2017-11-01,2018-03-01
112256,2017-02-01,2017-04-01
112253,2016-04-01,2016-07-01
112244,2016-08-01,2016-11-01
112241,2018-08-01,2018-12-01
112235,2016-07-01,2016-09-01
112232,2017-01-01,2017-05-01
112226,2019-07-01,2019-10-01
112214,2018-01-01,2018-04-01
112211,2019-01-01,2019-02-01
112205,2017-06-01,2017-07-01
112202,2016-10-01,2017-01-01
112193,2018-02-01,2018-03-01
112190,2018-08-01,2018-11-01
112187,2016-08-01,2016-09-01
112175,2018-02-01,2018-05-01
112172,2018-03-01,2018-06-01
112166,2017-09-01,2017-10-01
112163,2019-06-01,2019-07-01
112142,2017-02-01,2017-05-01
112139,2019-03-01,2019-07-01
112130,2017-03-01,2017-05-01
112121,2018-07-01,2018-08-01
112118,2017-07-01,2017-08-01
112109,2018-07-01,2018-10-01
112097,2016-04-01,2016-08-01
112085,2016-11-01,2017-02-01
112070,2017-09-01,2017-12-01
112064,2019-08-01,2019-12-01
112061,2018-12-01,2019-02-01
112049,2017-01-01,2017-04-01
112040,2018-03-01,2018-07-01
112034,2019-03-01,2019-07-01
112028,2018-05-01,2018-08-01
112025,2017-07-01,2017-11-01
112019,2019-04-01,2019-08-01
111998,2019-01-01,2019-04-01
111995,2017-05-01,2017-08-01
111989,2019-02-01,2019-06-01
111980,2017-09-01,2018-01-01
111977,2018-04-01,2018-05-01
111965,2016-05-01,2016-08-01
111932,2016-10-01,2016-11-01
111923,2018-04-01,2018-07-01
111920,2018-12-01,2019-01-01
111914,2017-06-01,2017-09-01
111908,2019-04-01,2019-06-01
111893,2019-02-01,2019-03-01
111887,2016-04-01,2016-07-01
111872,2018-09-01,2018-12-01
111869,2018-09-01,2018-11-01
111863,2017-03-01,2017-05-01
111854,2017-04-01,2017-07-01
111845,2019-06-01,2019-09-01
111842,2017-03-01,2017-06-01
111833,2017-04-01,2017-08-01
111827,2018-01-01,2018-04-01
111824,2016-09-01,2017-01-01
111821,2016-04-01,2016-08-01
111815,2017-04-01,2017-07-01
111809,2017-12-01,2018-04-01
111800,2017-08-01,2017-10-01
111791,2017-02-01,2017-04-01
111782,2019-01-01,2019-04-01
111758,2018-08-01,2018-09-01
111752,2018-03-01,2018-07-01
111749,2019-04-01,2019-08-01
111740,2018-06-01,2018-10-01
111737,2017-03-01,2017-06-01
111728,2018-12-01,2019-04-01
111716,2018-04-01,2018-05-01
111713,2017-12-01,2018-02-01
111710,2018-03-01,2018-04-01
111704,2017-06-01,2017-09-01
111692,2016-07-01,2016-09-01
111683,2019-01-01,2019-05-01
111680,2017-04-01,2017-06-01
111674,2019-08-01,2019-09-01
111668,2016-05-01,2016-09-01
111644,2017-06-01,2017-09-01
111641,2017-07-01,2017-10-01
111635,2019-08-01,2019-10-01
111623,2017-08-01,2017-10-01
111614,2018-03-01,2018-04-01
111611,2016-12-01,2017-02-01
111608,2019-01-01,2019-05-01
111602,2018-03-01,2018-06-01
111599,2017-01-01,2017-05-01
111593,2016-03-01,2016-04-01
111587,2016-10-01,2016-11-01
111578,2016-06-01,2016-07-01
111569,2017-06-01,2017-10-01
111566,2016-12-01,2017-01-01
111560,2016-07-01,2016-11-01
111548,2019-09-01,2019-10-01
111545,2018-07-01,2018-10-01
111542,2019-09-01,2019-10-01
111536,2017-11-01,2018-02-01
111527,2018-11-01,2019-03-01
111524,2019-02-01,2019-03-01
111509,2017-10-01,2017-11-01
111503,2018-02-01,2018-06-01
111485,2019-05-01,2019-08-01
111482,2018-04-01,2018-08-01
111464,2016-04-01,2016-07-01
111458,2016-11-01,2017-02-01
111446,2016-09-01,2016-10-01
111437,2018-04-01,2018-07-01
111434,2016-12-01,2017-01-01
111431,2017-05-01,2017-08-01
111425,2017-08-01,2017-09-01
111413,2016-11-01,2017-02-01
111401,2016-08-01,2016-09-01
111398,2017-12-01,2018-01-01
111395,2016-10-01,2017-01-01
111389,2019-03-01,2019-06-01
111386,2016-12-01,2017-04-01
111359,2018-10-01,2018-11-01
111356,2019-01-01,2019-05-01
111347,2016-10-01,2017-02-01
111341,2018-10-01,2019-01-01
111332,2018-05-01,2018-06-01
111329,2016-05-01,2016-07-01
111326,2016-08-01,2016-10-01
111317,2017-03-01,2017-05-01
111296,2018-04-01,2018-07-01
111293,2016-07-01,2016-10-01
111290,2019-01-01,2019-04-01
111287,2018-07-01,2018-10-01
111284,2018-12-01,2019-02-01
111281,2017-07-01,2017-08-01
111275,2017-03-01,2017-06-01
111257,2017-11-01,2018-03-01
111251,2017-03-01,2017-06-01
111242,2017-01-01,2017-02-01
111233,2018-04-01,2018-05-01
111230,2017-06-01,2017-09-01
111227,2017-03-01,2017-06-01
111209,2017-01-01,2017-03-01
111194,2018-09-01,2018-12-01
111191,2018-05-01,2018-07-01
111173,2018-03-01,2018-07-01
111170,2019-01-01,2019-04-01
111167,2018-10-01,2018-12-01
111164,2018-02-01,2018-04-01
111149,2017-11-01,2017-12-01
111146,2018-01-01,2018-04-01
111143,2018-04-01,2018-07-01
111131,2017-11-01,2017-12-01
111125,2016-04-01,2016-07-01
111122,2017-07-01,2017-10-01
111101,2018-10-01,2018-12-01
111098,2019-07-01,2019-10-01
111092,2017-03-01,2017-06-01
111086,2017-05-01,2017-08-01
111080,2018-05-01,2018-08-01
111077,2019-04-01,2019-07-01
111074,2016-07-01,2016-11-01
111068,2017-08-01,2017-11-01
111065,2016-07-01,2016-09-01
111056,2017-09-01,2017-12-01
111044,2016-10-01,2016-11-01
111041,2019-08-01,2019-09-01
111026,2016-03-01,2016-06-01
111011,2017-10-01,2018-01-01
111008,2017-12-01,2018-02-01
111005,2017-05-01,2017-06-01
111002,2018-02-01,2018-05-01
110999,2018-10-01,2019-01-01
110984,2018-10-01,2018-12-01
110975,2016-09-01,2016-12-01
110972,2018-12-01,2019-02-01
110963,2018-07-01,2018-10-01
110960,2019-06-01,2019-10-01
110951,2019-01-01,2019-04-01
110945,2017-02-01,2017-06-01
110942,2017-11-01,2018-02-01
110939,2016-04-01,2016-05-01
110927,2017-07-01,2017-09-01
110888,2019-01-01,2019-02-01
110885,2018-01-01,2018-05-01
110882,2016-12-01,2017-04-01
110873,2016-11-01,2017-02-01
110867,2016-05-01,2016-08-01
110864,2016-09-01,2017-01-01
110858,2017-03-01,2017-04-01
110843,2018-06-01,2018-07-01
110840,2018-11-01,2019-02-01
110828,2019-04-01,2019-07-01
110813,2019-06-01,2019-09-01
110810,2019-04-01,2019-08-01
110804,2017-05-01,2017-08-01
110792,2018-09-01,2018-10-01
110783,2019-02-01,2019-05-01
110771,2017-11-01,2018-02-01
110762,2018-01-01,2018-05-01
110759,2017-06-01,2017-09-01
110747,2017-02-01,2017-05-01
110744,2017-11-01,2018-01-01
110741,2018-12-01,2019-02-01
110732,2017-07-01,2017-11-01
110729,2019-08-01,2019-09-01
110720,2018-09-01,2018-11-01
110717,2017-04-01,2017-07-01
110702,2018-05-01,2018-09-01
110690,2017-10-01,2018-01-01
110681,2016-09-01,2017-01-01
110678,2019-04-01,2019-08-01
110651,2018-05-01,2018-08-01
110639,2018-10-01,2018-11-01
110636,2017-09-01,2017-11-01
110633,2017-03-01,2017-06-01
110630,2017-06-01,2017-10-01
110618,2018-03-01,2018-06-01
110612,2018-01-01,2018-02-01
110594,2018-03-01,2018-06-01
110591,2018-06-01,2018-08-01
110582,2017-05-01,2017-07-01
110576,2017-01-01,2017-05-01
110573,2017-11-01,2017-12-01
110567,2019-10-01,2020-02-01
110564,2016-05-01,2016-06-01
110561,2018-02-01,2018-03-01
110555,2018-11-01,2019-03-01
110546,2017-05-01,2017-09-01
110540,2018-01-01,2018-04-01
110537,2018-02-01,2018-05-01
110531,2018-01-01,2018-04-01
110522,2016-11-01,2017-01-01
110519,2016-11-01,2017-02-01
110516,2017-06-01,2017-09-01
110513,2018-12-01,2019-03-01
110507,2016-10-01,2016-12-01
110501,2018-12-01,2019-02-01
110498,2017-12-01,2018-01-01
110495,2016-12-01,2017-03-01
110492,2018-11-01,2019-03-01
110471,2018-02-01,2018-03-01
110462,2019-08-01,2019-09-01
110453,2019-03-01,2019-04-01
110444,2017-03-01,2017-06-01
110438,2018-12-01,2019-02-01
110426,2018-09-01,2018-11-01
110420,2018-06-01,2018-08-01
110414,2017-04-01,2017-07-01
110405,2016-11-01,2017-02-01
110399,2016-08-01,2016-09-01
110393,2019-06-01,2019-10-01
110390,2018-07-01,2018-08-01
110381,2017-03-01,2017-06-01
110378,2018-04-01,2018-07-01
110375,2018-04-01,2018-07-01
110369,2017-04-01,2017-06-01
110360,2018-02-01,2018-06-01
110357,2019-06-01,2019-10-01
110354,2017-09-01,2018-01-01
110345,2017-06-01,2017-08-01
110330,2017-10-01,2018-01-01
110327,2017-04-01,2017-07-01
110321,2019-06-01,2019-09-01
110315,2018-04-01,2018-05-01
110309,2016-11-01,2017-01-01
110306,2019-01-01,2019-04-01
110303,2017-12-01,2018-03-01
110300,2018-02-01,2018-06-01
110297,2016-10-01,2017-01-01
110285,2018-10-01,2018-11-01
110282,2018-11-01,2019-02-01
110276,2016-10-01,2016-12-01
110270,2017-12-01,2018-02-01
110258,2018-05-01,2018-08-01
110252,2016-12-01,2017-03-01
110237,2016-12-01,2017-02-01
110225,2016-10-01,2016-12-01
110213,2017-04-01,2017-05-01
110204,2017-05-01,2017-08-01
110180,2016-09-01,2016-12-01
110171,2018-04-01,2018-06-01
110168,2018-01-01,2018-02-01
110165,2018-05-01,2018-08-01
110144,2016-10-01,2017-01-01
110132,2016-11-01,2017-03-01
110120,2018-12-01,2019-01-01
110114,2017-05-01,2017-07-01
110108,2017-07-01,2017-09-01
110102,2017-09-01,2017-10-01
110093,2016-11-01,2017-01-01
110090,2017-10-01,2018-02-01
110072,2017-07-01,2017-08-01
110069,2018-01-01,2018-04-01
110063,2017-11-01,2018-02-01
110060,2018-02-01,2018-06-01
110054,2018-02-01,2018-03-01
110051,2018-12-01,2019-01-01
110048,2017-05-01,2017-06-01
110042,2017-03-01,2017-05-01
110030,2018-10-01,2019-01-01
110021,2018-02-01,2018-03-01
110009,2017-03-01,2017-06-01
109979,2018-08-01,2018-09-01
109976,2017-03-01,2017-05-01
109973,2016-08-01,2016-12-01
109970,2018-10-01,2018-11-01
109961,2017-11-01,2017-12-01
109955,2018-11-01,2019-02-01
109949,2016-11-01,2017-02-01
109943,2017-03-01,2017-06-01
109937,2017-11-01,2017-12-01
109934,2018-03-01,2018-07-01
109931,2019-07-01,2019-08-01
109928,2018-11-01,2019-02-01
109922,2018-04-01,2018-05-01
109907,2018-04-01,2018-05-01
109898,2018-11-01,2019-03-01
109892,2016-03-01,2016-07-01
109874,2016-11-01,2017-01-01
109856,2019-01-01,2019-02-01
109847,2019-05-01,2019-07-01
109844,2016-08-01,2016-12-01
109829,2017-04-01,2017-07-01
109826,2019-01-01,2019-04-01
109820,2017-10-01,2018-01-01
109808,2017-12-01,2018-04-01
109802,2019-03-01,2019-05-01
109799,2018-03-01,2018-04-01
109790,2018-03-01,2018-07-01
109775,2017-06-01,2017-10-01
109772,2018-06-01,2018-09-01
109769,2018-06-01,2018-07-01
109766,2019-03-01,2019-07-01
109763,2018-12-01,2019-01-01
109754,2017-04-01,2017-07-01
109742,2018-04-01,2018-08-01
109727,2019-02-01,2019-05-01
109721,2017-07-01,2017-11-01
109718,2016-10-01,2017-02-01
109712,2018-09-01,2018-12-01
109703,2019-06-01,2019-10-01
109697,2019-09-01,2019-10-01
109688,2019-02-01,2019-06-01
109670,2018-09-01,2018-12-01
109661,2018-10-01,2019-01-01
109658,2019-01-01,2019-05-01
109652,2019-06-01,2019-07-01
109649,2016-10-01,2017-01-01
109646,2017-01-01,2017-03-01
109643,2018-12-01,2019-01-01
109640,2017-05-01,2017-06-01
109634,2018-05-01,2018-07-01
109631,2017-10-01,2018-01-01
109628,2017-09-01,2018-01-01
109613,2017-09-01,2017-10-01
109610,2016-05-01,2016-06-01
109607,2016-05-01,2016-09-01
109604,2016-11-01,2017-02-01
109601,2019-01-01,2019-03-01
109592,2017-10-01,2017-12-01
109580,2019-03-01,2019-07-01
109577,2017-10-01,2017-12-01
109568,2019-09-01,2020-01-01
109547,2018-01-01,2018-04-01
109544,2016-06-01,2016-09-01
109538,2017-02-01,2017-06-01
109535,2019-09-01,2020-01-01
109529,2017-07-01,2017-08-01
109520,2018-03-01,2018-07-01
109496,2016-10-01,2016-12-01
109490,2018-04-01,2018-07-01
109487,2016-07-01,2016-08-01
109469,2017-05-01,2017-09-01
109463,2018-10-01,2019-02-01
109460,2017-11-01,2018-01-01
109454,2018-11-01,2019-03-01
