cust_id,gender,religion,employment,postal_code,birth_date,joined_ING_date,number_client_calls_to_ING,number_client_calls_from_ING
33889,M,U,Private Sector,20,1989-01-01,2016-01-01,0,1
33890,F,C,Private Sector,40,1980-06-01,2013-05-01,0,0
33891,M,U,Private Sector,30,1973-05-01,2013-09-01,3,0
33892,M,J,Public Sector,10,1984-05-01,2013-11-01,0,4
33893,M,U,Unemployed,10,1971-03-01,2013-11-01,1,7
33894,M,U,Unemployed,30,1984-11-01,2016-08-01,4,7
33895,F,U,Public Sector,20,1992-08-01,2015-07-01,3,5
33896,F,M,Unemployed,50,1983-02-01,2014-12-01,2,0
33897,M,O,Unemployed,20,1989-05-01,2015-09-01,1,0
33898,F,U,Private Sector,50,1982-06-01,2016-10-01,0,0
33899,M,J,Self-employed,30,1978-08-01,2015-07-01,1,1
33900,M,C,Public Sector,50,1978-09-01,2016-07-01,4,1
33901,M,O,Private Sector,30,1981-02-01,2013-07-01,5,2
33902,M,J,Public Sector,30,1986-01-01,2013-02-01,0,0
33903,M,U,Private Sector,10,1975-02-01,2014-12-01,4,4
33904,M,J,Public Sector,10,1993-01-01,2014-10-01,3,0
33905,M,M,Public Sector,40,1990-02-01,2016-04-01,2,0
33906,M,U,Public Sector,40,1991-11-01,2014-08-01,5,6
33907,M,J,Public Sector,40,1977-08-01,2013-07-01,3,1
33908,M,U,Unemployed,50,1977-11-01,2017-12-01,4,0
33909,M,U,Self-employed,50,1985-06-01,2014-10-01,0,1
33910,F,J,Unemployed,70,1986-10-01,2015-03-01,2,0
33911,M,O,Unemployed,20,1984-10-01,2015-09-01,0,0
33912,M,U,Private Sector,30,1990-04-01,2014-04-01,0,0
33913,M,U,Unemployed,20,1981-03-01,2013-02-01,0,0
33914,M,C,Unemployed,10,1976-08-01,2017-05-01,0,1
33915,F,U,Private Sector,50,1984-06-01,2012-06-01,0,1
33916,M,C,Public Sector,10,1979-06-01,2013-07-01,0,0
33917,F,U,Public Sector,80,1982-09-01,2017-04-01,2,1
33918,M,C,Public Sector,30,1988-07-01,2016-01-01,0,0
33919,M,U,Unemployed,10,1981-01-01,2014-06-01,5,7
33920,M,C,Private Sector,30,1994-07-01,2014-07-01,0,2
33921,M,C,Private Sector,40,1976-01-01,2015-06-01,0,0
33922,F,U,Self-employed,80,1975-03-01,2015-08-01,0,1
33923,M,U,Unemployed,20,1993-01-01,2016-07-01,3,1
33924,M,U,Public Sector,30,1979-04-01,2012-06-01,4,0
33925,M,C,Private Sector,80,1979-08-01,2016-10-01,0,4
33926,M,C,Public Sector,50,1982-11-01,2016-08-01,0,1
33927,F,U,Private Sector,70,1984-08-01,2018-01-01,2,4
33928,M,J,Public Sector,30,1995-08-01,2015-06-01,0,0
33929,F,C,Unemployed,50,1987-05-01,2014-09-01,5,0
33930,F,U,Self-employed,50,1981-12-01,2014-08-01,4,6
33931,F,U,Private Sector,30,1983-05-01,2016-12-01,1,4
33932,M,M,Public Sector,20,1987-06-01,2015-05-01,0,0
33933,M,U,Private Sector,80,1964-10-01,2016-03-01,3,6
33934,M,O,Private Sector,10,1976-07-01,2014-07-01,0,0
33935,M,U,Private Sector,30,1986-05-01,2014-10-01,0,0
33936,M,U,Self-employed,40,1984-12-01,2015-10-01,4,4
33937,M,C,Private Sector,30,1979-07-01,2014-02-01,1,0
33938,F,C,Private Sector,30,1980-01-01,2014-07-01,0,3
33939,M,U,Private Sector,10,1985-06-01,2014-04-01,5,6
33940,M,C,Unemployed,20,1977-05-01,2016-02-01,0,1
33941,M,U,Public Sector,50,1978-04-01,2014-07-01,0,6
33942,M,J,Public Sector,30,1976-06-01,2014-08-01,0,0
33943,M,C,Self-employed,40,1975-03-01,2015-12-01,5,0
33944,F,U,Public Sector,20,1985-09-01,2014-08-01,0,1
33945,F,M,Public Sector,10,1988-01-01,2015-04-01,0,0
33946,M,C,Private Sector,20,1979-01-01,2013-08-01,0,1
33947,F,C,Unemployed,60,1983-11-01,2015-09-01,0,5
33948,M,C,Self-employed,20,1975-07-01,2013-08-01,4,4
33949,M,U,Unemployed,60,1985-06-01,2014-02-01,0,0
33950,F,U,Public Sector,30,1982-04-01,2015-06-01,4,0
33951,M,C,Unemployed,10,1985-05-01,2015-06-01,4,0
33952,F,U,Private Sector,40,1988-06-01,2014-12-01,3,0
33953,F,C,Unemployed,20,1977-09-01,2013-02-01,0,0
33954,M,U,Private Sector,40,1979-11-01,2016-01-01,2,1
33955,F,O,Private Sector,60,1971-07-01,2014-01-01,0,0
33956,F,U,Public Sector,40,1974-03-01,2015-03-01,4,0
33957,M,U,Public Sector,40,1976-02-01,2013-10-01,0,4
33958,M,J,Public Sector,20,1984-02-01,2015-02-01,3,0
33959,F,C,Public Sector,20,1977-01-01,2013-12-01,2,6
33960,M,O,Public Sector,30,1981-03-01,2013-08-01,0,0
33961,M,U,Public Sector,10,1980-08-01,2014-01-01,0,7
33962,M,O,Private Sector,30,1977-01-01,2016-09-01,3,1
33963,F,J,Public Sector,80,1985-07-01,2014-11-01,5,1
33964,M,U,Private Sector,60,1988-01-01,2014-08-01,0,6
33965,M,O,Private Sector,10,1980-04-01,2014-03-01,0,0
33966,M,C,Public Sector,50,1975-01-01,2016-01-01,3,2
33967,M,C,Public Sector,10,1988-02-01,2014-06-01,0,3
33968,M,O,Private Sector,30,1977-08-01,2014-10-01,5,0
33969,M,U,Self-employed,30,1984-12-01,2015-06-01,0,4
33970,F,U,Private Sector,30,1978-06-01,2013-12-01,3,1
33971,M,M,Private Sector,30,1979-09-01,2015-07-01,5,0
33972,M,C,Private Sector,20,1979-09-01,2014-09-01,1,0
33973,F,M,Private Sector,30,1984-08-01,2018-02-01,0,2
33974,F,U,Unemployed,80,1990-10-01,2015-08-01,0,0
33975,F,U,Private Sector,40,1979-06-01,2012-05-01,1,1
33976,M,J,Private Sector,50,1981-05-01,2016-03-01,0,0
33977,F,J,Private Sector,20,1979-10-01,2017-11-01,1,7
33978,M,U,Private Sector,80,1985-01-01,2014-09-01,0,0
33979,M,C,Unemployed,20,1976-10-01,2015-11-01,4,0
33980,F,C,Public Sector,50,1986-04-01,2014-06-01,0,1
33981,M,O,Self-employed,30,1992-08-01,2015-03-01,1,0
33982,M,U,Public Sector,80,1989-07-01,2015-05-01,2,0
33983,F,C,Private Sector,20,1974-06-01,2014-10-01,0,6
33984,M,C,Private Sector,10,1979-02-01,2015-05-01,0,0
33985,F,O,Public Sector,70,1978-07-01,2014-06-01,3,0
33986,M,U,Private Sector,70,1982-10-01,2016-02-01,0,6
33987,F,C,Private Sector,70,1990-08-01,2014-01-01,0,0
33988,M,C,Public Sector,50,1972-03-01,2014-09-01,0,0
33989,M,U,Private Sector,30,1982-11-01,2013-08-01,0,4
33990,M,U,Private Sector,70,1978-11-01,2015-08-01,0,2
33991,M,U,Public Sector,30,1985-08-01,2014-09-01,0,4
33992,F,U,Private Sector,20,1979-09-01,2014-06-01,0,3
33993,M,J,Public Sector,10,1977-11-01,2016-02-01,5,1
33994,M,C,Public Sector,20,1979-03-01,2014-04-01,5,0
33995,M,O,Unemployed,40,1982-05-01,2014-11-01,5,1
33996,M,U,Unemployed,40,1981-09-01,2015-06-01,0,1
33997,M,U,Public Sector,70,1979-02-01,2013-04-01,5,0
33998,F,M,Public Sector,20,1988-08-01,2017-07-01,1,0
33999,M,J,Self-employed,50,1983-09-01,2013-04-01,2,0
34000,F,U,Unemployed,10,1974-05-01,2015-10-01,2,0
34001,M,U,Private Sector,40,1979-10-01,2015-09-01,0,4
34002,M,J,Unemployed,20,1987-02-01,2015-10-01,3,1
34003,M,U,Public Sector,50,1971-02-01,2016-12-01,1,1
34004,M,C,Public Sector,30,1981-10-01,2012-09-01,2,0
34005,M,M,Public Sector,30,1972-05-01,2013-08-01,0,0
34006,M,M,Private Sector,50,1987-03-01,2016-01-01,3,1
34007,M,J,Public Sector,60,1980-12-01,2015-06-01,5,4
34008,M,U,Public Sector,20,1981-05-01,2017-06-01,5,6
34009,M,C,Public Sector,40,1974-06-01,2016-12-01,1,1
34010,M,M,Private Sector,60,1988-01-01,2017-04-01,0,0
34011,M,U,Unemployed,30,1979-10-01,2014-11-01,0,2
34012,M,U,Private Sector,80,1987-01-01,2016-08-01,2,0
34013,M,M,Private Sector,50,1979-07-01,2014-04-01,0,0
34014,M,U,Private Sector,20,1987-12-01,2017-12-01,0,6
34015,M,C,Private Sector,10,1979-12-01,2016-10-01,0,4
34016,M,U,Private Sector,30,1987-11-01,2017-09-01,5,0
34017,M,U,Private Sector,40,1978-01-01,2013-05-01,2,2
34018,M,C,Unemployed,10,1975-03-01,2012-03-01,0,2
34019,F,O,Public Sector,50,1990-06-01,2015-01-01,0,1
34020,M,C,Private Sector,10,1979-06-01,2013-10-01,0,4
34021,M,U,Unemployed,30,1987-11-01,2018-04-01,0,1
34022,M,U,Unemployed,10,1974-07-01,2015-01-01,1,0
34023,M,U,Private Sector,10,1978-07-01,2013-04-01,4,1
34024,M,U,Public Sector,30,1986-05-01,2014-05-01,5,6
34025,M,M,Public Sector,10,1986-03-01,2012-09-01,4,4
34026,M,J,Public Sector,20,1983-09-01,2015-09-01,0,4
34027,M,C,Private Sector,50,1985-01-01,2016-07-01,0,0
34028,M,U,Unemployed,10,1980-12-01,2015-12-01,3,1
34029,M,C,Public Sector,40,1985-03-01,2016-01-01,0,2
34030,F,U,Private Sector,40,1987-04-01,2014-07-01,2,1
34031,M,J,Self-employed,40,1985-05-01,2015-06-01,0,0
34032,M,U,Unemployed,30,1988-08-01,2015-03-01,0,1
34033,M,C,Private Sector,60,1993-12-01,2015-05-01,0,0
34034,M,C,Public Sector,20,1976-12-01,2015-11-01,0,0
34035,M,C,Public Sector,20,1988-05-01,2013-01-01,0,0
34036,M,M,Public Sector,80,1994-08-01,2015-08-01,0,0
34037,M,J,Public Sector,20,1980-10-01,2013-10-01,0,2
34038,M,O,Public Sector,10,1983-07-01,2013-06-01,0,1
34039,M,U,Private Sector,50,1985-04-01,2015-08-01,0,3
34040,M,U,Public Sector,40,1992-02-01,2017-06-01,3,2
34041,M,U,Private Sector,60,1979-06-01,2015-08-01,2,0
34042,F,U,Private Sector,30,1983-10-01,2017-09-01,1,0
34043,M,O,Self-employed,30,1983-01-01,2015-11-01,3,2
34044,F,U,Private Sector,40,1979-03-01,2015-03-01,0,2
34045,M,J,Private Sector,40,1972-11-01,2015-04-01,0,1
34046,M,C,Private Sector,30,1972-01-01,2012-03-01,0,0
34047,M,M,Private Sector,50,1975-03-01,2016-04-01,2,0
34048,M,U,Private Sector,10,1986-02-01,2015-03-01,0,1
34049,M,U,Unemployed,30,1993-11-01,2014-04-01,0,0
34050,F,C,Public Sector,30,1984-02-01,2014-05-01,3,0
34051,F,C,Self-employed,30,1987-03-01,2013-08-01,0,0
34052,M,U,Private Sector,10,1982-01-01,2013-10-01,0,0
34053,F,U,Public Sector,70,1978-12-01,2016-10-01,0,0
34054,M,U,Unemployed,10,1981-09-01,2015-04-01,0,0
34055,M,U,Public Sector,60,1969-02-01,2013-07-01,0,0
34056,M,C,Public Sector,10,1985-10-01,2016-04-01,5,0
34057,F,U,Unemployed,30,1982-12-01,2016-05-01,0,2
34058,F,J,Private Sector,20,1986-01-01,2015-12-01,2,2
34059,F,C,Private Sector,60,1989-03-01,2015-06-01,0,1
34060,M,U,Public Sector,50,1995-11-01,2012-11-01,1,2
34061,M,C,Unemployed,10,1981-01-01,2012-12-01,0,1
34062,M,C,Private Sector,80,1987-02-01,2014-04-01,0,1
34063,M,U,Self-employed,10,1994-01-01,2013-09-01,1,1
34064,M,U,Unemployed,10,1975-05-01,2013-09-01,1,0
34065,M,M,Private Sector,50,1989-05-01,2013-10-01,0,0
34066,M,U,Unemployed,70,1978-07-01,2013-09-01,2,0
34067,M,C,Public Sector,50,1988-03-01,2012-09-01,0,3
34068,M,O,Private Sector,10,1975-12-01,2016-10-01,0,0
34069,M,U,Private Sector,50,1977-09-01,2015-07-01,2,0
34070,M,O,Public Sector,10,1986-06-01,2016-09-01,0,1
34071,M,C,Unemployed,40,1976-01-01,2014-04-01,0,4
34072,M,U,Self-employed,20,1982-11-01,2017-08-01,0,0
34073,F,O,Private Sector,20,1974-11-01,2016-11-01,4,4
34074,F,U,Public Sector,30,1981-12-01,2016-05-01,0,0
34075,M,U,Public Sector,30,1983-08-01,2014-11-01,0,4
34076,M,U,Self-employed,30,1988-12-01,2014-10-01,5,0
34077,F,C,Public Sector,50,1983-04-01,2013-04-01,3,0
34078,M,M,Self-employed,30,1982-09-01,2013-11-01,0,0
34079,M,C,Unemployed,50,1989-02-01,2013-06-01,2,1
34080,F,U,Public Sector,20,1984-09-01,2013-08-01,0,0
34081,F,J,Private Sector,50,1980-05-01,2013-07-01,0,0
34082,M,M,Unemployed,40,1987-07-01,2014-12-01,3,4
34083,M,C,Private Sector,80,1993-02-01,2014-10-01,4,1
34084,M,M,Unemployed,80,1981-12-01,2016-09-01,3,0
34085,F,C,Public Sector,30,1974-07-01,2013-06-01,0,6
34086,F,U,Unemployed,40,1969-06-01,2016-01-01,5,0
34087,M,U,Private Sector,80,1981-08-01,2015-07-01,1,5
34088,M,C,Private Sector,40,1993-10-01,2016-08-01,2,0
34089,M,C,Public Sector,70,1994-04-01,2017-10-01,5,1
34090,M,U,Private Sector,40,1973-11-01,2016-05-01,1,0
34091,F,M,Unemployed,40,1976-12-01,2016-03-01,1,0
34092,M,U,Private Sector,40,1984-05-01,2015-01-01,1,7
34093,F,U,Public Sector,10,1990-07-01,2015-02-01,0,0
34094,F,U,Public Sector,20,1981-08-01,2016-02-01,3,1
34095,F,C,Public Sector,10,1974-07-01,2014-12-01,0,0
34096,F,C,Public Sector,50,1989-04-01,2015-11-01,3,0
34097,F,M,Public Sector,10,1979-06-01,2015-05-01,0,1
34098,M,O,Private Sector,40,1971-10-01,2016-06-01,0,1
34099,F,U,Public Sector,20,1991-02-01,2014-06-01,1,5
34100,M,C,Unemployed,60,1983-05-01,2015-09-01,0,0
34101,M,M,Public Sector,30,1986-05-01,2017-06-01,0,0
34102,M,C,Unemployed,70,1978-05-01,2016-04-01,0,6
34103,M,O,Private Sector,60,1978-10-01,2013-10-01,0,4
34104,M,U,Public Sector,70,1988-06-01,2017-05-01,4,0
34105,M,J,Public Sector,60,1980-07-01,2015-10-01,5,0
34106,M,J,Self-employed,30,1990-04-01,2015-06-01,0,0
34107,M,J,Unemployed,60,1984-09-01,2015-02-01,5,0
34108,M,J,Public Sector,10,1983-07-01,2015-04-01,3,1
34109,M,U,Private Sector,70,1983-09-01,2012-12-01,1,1
34110,F,M,Unemployed,50,1981-03-01,2015-06-01,0,0
34111,M,C,Unemployed,40,1991-06-01,2012-12-01,3,6
34112,M,U,Unemployed,50,1982-01-01,2013-06-01,0,0
34113,F,C,Public Sector,20,1980-04-01,2014-12-01,0,0
34114,M,U,Public Sector,10,1975-04-01,2016-10-01,0,6
34115,M,U,Public Sector,50,1974-11-01,2015-11-01,0,3
34116,M,O,Public Sector,30,1985-10-01,2015-04-01,0,1
34117,M,U,Public Sector,50,1975-09-01,2016-01-01,1,0
34118,M,U,Unemployed,40,1984-09-01,2016-03-01,0,1
34119,M,U,Unemployed,10,1977-03-01,2016-08-01,3,0
34120,F,C,Unemployed,10,1985-04-01,2017-10-01,2,0
34121,M,J,Self-employed,30,1985-01-01,2017-06-01,1,0
34122,M,U,Public Sector,30,1976-04-01,2013-08-01,0,5
34123,F,U,Private Sector,40,1976-06-01,2015-08-01,0,1
34124,M,M,Private Sector,50,1988-05-01,2013-08-01,0,2
34125,M,U,Private Sector,30,1972-02-01,2013-07-01,0,0
34126,M,J,Private Sector,60,1990-09-01,2018-03-01,0,1
34127,M,U,Private Sector,10,1984-06-01,2017-12-01,0,2
34128,M,O,Public Sector,30,1972-07-01,2015-12-01,1,6
34129,M,M,Unemployed,10,1972-08-01,2017-06-01,0,2
34130,M,U,Unemployed,50,1978-11-01,2015-10-01,0,6
34131,M,U,Unemployed,30,1970-12-01,2016-12-01,0,0
34132,M,O,Private Sector,30,1986-03-01,2016-09-01,0,2
34133,M,M,Self-employed,10,1979-11-01,2016-11-01,5,1
34134,M,C,Unemployed,20,1986-12-01,2016-06-01,0,4
34135,F,M,Private Sector,20,1984-10-01,2016-06-01,3,0
34136,F,U,Self-employed,50,1991-01-01,2015-12-01,0,6
34137,M,C,Public Sector,80,2000-05-01,2015-06-01,5,0
34138,M,C,Public Sector,40,1987-08-01,2015-09-01,2,1
34139,F,U,Self-employed,10,1984-11-01,2014-04-01,0,0
34140,F,U,Private Sector,10,1983-03-01,2015-01-01,3,2
34141,F,U,Private Sector,60,1972-11-01,2015-02-01,0,0
34142,M,U,Private Sector,50,1989-07-01,2015-07-01,0,2
34143,F,C,Public Sector,70,1984-12-01,2016-08-01,5,0
34144,M,M,Private Sector,60,1971-09-01,2018-03-01,0,1
34145,M,U,Private Sector,70,1984-06-01,2016-10-01,0,0
34146,F,O,Self-employed,30,1984-01-01,2016-10-01,0,1
34147,M,O,Self-employed,40,1987-11-01,2014-10-01,0,0
34148,F,C,Private Sector,10,1977-12-01,2015-01-01,5,0
34149,F,M,Private Sector,20,1996-10-01,2017-10-01,3,0
34150,F,O,Private Sector,30,1987-09-01,2016-07-01,0,6
34151,F,U,Unemployed,20,1977-12-01,2017-06-01,2,0
34152,F,U,Unemployed,20,1985-12-01,2014-06-01,5,7
34153,M,J,Private Sector,20,1975-03-01,2013-07-01,1,2
34154,M,C,Self-employed,40,1985-03-01,2016-03-01,2,0
34155,M,J,Private Sector,30,1975-09-01,2014-08-01,5,6
34156,M,U,Private Sector,30,1992-02-01,2013-09-01,5,2
34157,M,U,Public Sector,40,1981-06-01,2015-02-01,5,0
34158,M,C,Public Sector,20,1991-10-01,2017-03-01,1,0
34159,M,O,Public Sector,50,1981-07-01,2016-04-01,3,0
34160,M,O,Unemployed,80,1987-10-01,2017-10-01,3,1
34161,F,J,Private Sector,30,1984-05-01,2014-05-01,0,1
34162,M,J,Public Sector,40,1977-04-01,2012-05-01,0,0
34163,M,J,Private Sector,10,1986-10-01,2016-09-01,4,0
34164,M,C,Private Sector,20,1983-09-01,2013-05-01,2,6
34165,M,U,Private Sector,10,1979-03-01,2014-12-01,0,7
34166,M,U,Unemployed,10,1984-02-01,2015-03-01,0,0
34167,M,O,Private Sector,50,1985-01-01,2015-07-01,0,6
34168,M,M,Self-employed,20,1982-08-01,2016-02-01,0,2
34169,M,U,Private Sector,80,1994-05-01,2013-05-01,5,1
34170,F,U,Unemployed,70,1983-08-01,2015-05-01,2,1
34171,F,C,Unemployed,30,1973-03-01,2016-07-01,5,0
34172,M,U,Public Sector,50,1991-03-01,2014-04-01,0,0
34173,M,U,Public Sector,10,1971-01-01,2014-10-01,0,4
34174,M,C,Private Sector,40,1987-05-01,2014-01-01,1,4
34175,M,U,Private Sector,30,1982-02-01,2016-05-01,0,0
34176,M,U,Public Sector,60,1987-02-01,2014-01-01,0,0
34177,M,U,Public Sector,10,1985-05-01,2014-02-01,3,0
34178,M,U,Unemployed,10,1981-07-01,2015-11-01,0,4
34179,M,U,Private Sector,10,1986-07-01,2015-08-01,4,0
34180,M,C,Public Sector,10,1977-10-01,2016-05-01,0,6
34181,M,U,Self-employed,60,1982-09-01,2015-08-01,0,2
34182,M,O,Unemployed,40,1988-09-01,2015-08-01,0,0
34183,F,U,Unemployed,80,1990-09-01,2015-02-01,1,0
34184,M,U,Private Sector,50,1979-06-01,2012-06-01,0,0
34185,M,U,Public Sector,10,1982-04-01,2015-08-01,0,0
34186,M,J,Unemployed,30,1985-06-01,2015-08-01,1,1
34187,M,U,Self-employed,60,1991-07-01,2013-02-01,0,6
34188,M,J,Unemployed,60,1977-02-01,2015-10-01,3,0
34189,F,O,Private Sector,30,1975-06-01,2014-02-01,1,6
34190,M,U,Private Sector,20,1984-02-01,2014-10-01,1,0
34191,F,C,Private Sector,60,1977-07-01,2015-05-01,0,1
34192,M,C,Unemployed,30,1978-08-01,2015-06-01,5,0
34193,M,U,Public Sector,40,1991-04-01,2015-12-01,0,2
34194,M,M,Public Sector,80,1980-06-01,2015-04-01,0,0
34195,M,J,Private Sector,20,1982-08-01,2014-03-01,3,0
34196,F,C,Unemployed,50,1983-08-01,2015-07-01,0,0
34197,M,U,Private Sector,10,1978-05-01,2014-11-01,5,2
34198,M,U,Unemployed,20,1988-07-01,2015-06-01,0,4
34199,M,U,Private Sector,10,1979-10-01,2016-09-01,2,0
34200,M,U,Private Sector,80,1985-05-01,2014-01-01,5,7
34201,M,J,Private Sector,30,1984-09-01,2013-12-01,2,2
34202,M,U,Private Sector,40,1979-08-01,2016-12-01,0,0
34203,M,U,Private Sector,30,1981-07-01,2014-01-01,4,5
34204,F,C,Public Sector,20,1972-04-01,2014-04-01,0,0
34205,M,O,Public Sector,10,1980-09-01,2017-02-01,5,0
34206,M,U,Public Sector,60,1984-12-01,2015-10-01,0,7
34207,M,M,Private Sector,20,1989-08-01,2015-04-01,2,4
34208,F,U,Private Sector,30,1991-11-01,2015-07-01,0,6
34209,M,O,Self-employed,20,1986-11-01,2015-01-01,0,0
34210,F,O,Private Sector,80,1981-02-01,2013-01-01,0,1
34211,M,C,Private Sector,10,1984-03-01,2013-09-01,0,0
34212,F,U,Self-employed,80,1975-03-01,2012-08-01,0,3
34213,F,U,Private Sector,30,1979-12-01,2016-01-01,0,0
34214,F,J,Public Sector,30,1986-07-01,2013-12-01,0,1
34215,F,M,Public Sector,40,1977-10-01,2014-03-01,3,5
34216,F,M,Public Sector,30,1983-03-01,2012-02-01,0,0
34217,F,U,Private Sector,70,1968-06-01,2016-07-01,4,1
34218,M,M,Public Sector,30,1978-05-01,2013-10-01,0,0
34219,F,C,Public Sector,20,1983-07-01,2014-08-01,0,4
34220,F,U,Self-employed,10,1972-09-01,2014-05-01,0,6
34221,F,U,Private Sector,10,1982-11-01,2016-03-01,2,1
34222,M,C,Private Sector,20,1979-12-01,2014-10-01,0,0
34223,M,O,Unemployed,30,1972-09-01,2014-01-01,4,6
34224,F,M,Private Sector,20,1976-02-01,2014-06-01,1,1
34225,F,C,Self-employed,10,1987-05-01,2013-05-01,1,2
34226,M,U,Public Sector,10,1978-08-01,2014-08-01,0,1
34227,M,M,Public Sector,10,1987-09-01,2015-10-01,0,0
34228,M,C,Private Sector,60,1979-09-01,2015-04-01,0,0
34229,M,U,Private Sector,10,1980-08-01,2013-01-01,0,7
34230,M,U,Public Sector,50,1990-12-01,2016-12-01,0,7
34231,M,M,Unemployed,30,1976-10-01,2015-05-01,0,4
34232,M,U,Private Sector,50,1985-12-01,2013-12-01,1,7
34233,M,C,Self-employed,50,1987-02-01,2013-02-01,0,2
34234,F,O,Private Sector,60,1980-08-01,2015-05-01,2,6
34235,M,C,Public Sector,80,1980-05-01,2015-07-01,5,2
34236,M,U,Public Sector,20,1984-01-01,2016-04-01,0,6
34237,F,U,Unemployed,20,1976-11-01,2017-02-01,1,0
34238,M,C,Public Sector,30,1978-05-01,2015-11-01,0,0
34239,F,C,Private Sector,10,1991-01-01,2016-07-01,1,0
34240,F,U,Public Sector,80,1989-04-01,2016-07-01,0,0
34241,M,J,Unemployed,30,1988-05-01,2014-08-01,0,6
34242,M,U,Private Sector,20,1980-06-01,2014-05-01,2,0
34243,M,U,Self-employed,50,1969-08-01,2016-10-01,0,2
34244,M,M,Private Sector,50,1987-03-01,2016-05-01,0,0
34245,M,U,Private Sector,80,1985-08-01,2017-02-01,0,0
34246,M,C,Private Sector,70,1980-02-01,2014-01-01,5,6
34247,M,U,Private Sector,60,1985-04-01,2014-04-01,0,0
34248,M,M,Unemployed,30,1978-05-01,2017-07-01,1,0
34249,F,U,Unemployed,30,1980-03-01,2014-08-01,0,0
34250,F,J,Private Sector,50,1983-09-01,2016-12-01,0,7
34251,M,U,Private Sector,10,1970-01-01,2014-08-01,0,0
34252,M,U,Public Sector,20,1982-02-01,2014-03-01,3,0
34253,F,C,Private Sector,10,1971-09-01,2016-01-01,5,1
34254,M,U,Private Sector,80,1974-06-01,2014-11-01,3,6
34255,M,O,Public Sector,20,1971-08-01,2014-09-01,5,2
34256,F,U,Public Sector,20,1983-12-01,2015-02-01,0,0
34257,F,U,Private Sector,10,1978-03-01,2016-04-01,0,1
34258,M,O,Private Sector,50,1983-04-01,2014-05-01,2,0
34259,M,U,Public Sector,80,1979-01-01,2013-09-01,3,0
34260,M,C,Public Sector,10,1980-01-01,2012-06-01,0,0
34261,M,U,Public Sector,40,1982-04-01,2013-09-01,5,4
34262,M,C,Public Sector,30,1980-06-01,2014-12-01,3,4
34263,M,C,Self-employed,60,1987-10-01,2015-07-01,0,0
34264,M,J,Unemployed,30,1981-11-01,2017-03-01,0,0
34265,M,U,Private Sector,50,1978-08-01,2014-12-01,0,0
34266,M,U,Self-employed,10,1991-01-01,2014-08-01,0,0
34267,M,J,Public Sector,20,1972-03-01,2014-03-01,3,4
34268,M,M,Public Sector,70,1974-07-01,2015-04-01,0,1
34269,M,C,Public Sector,70,1989-05-01,2016-11-01,2,4
34270,M,U,Private Sector,50,1975-10-01,2014-06-01,0,6
34271,M,U,Private Sector,40,1990-01-01,2013-07-01,1,1
34272,M,U,Private Sector,20,1982-04-01,2014-07-01,5,1
34273,M,J,Unemployed,80,1987-10-01,2012-11-01,0,1
34274,F,U,Public Sector,60,1993-12-01,2014-03-01,1,1
34275,M,J,Self-employed,50,1982-08-01,2016-05-01,1,1
34276,M,U,Public Sector,20,1975-11-01,2016-09-01,2,2
34277,F,C,Private Sector,50,1990-06-01,2016-03-01,0,1
34278,M,C,Private Sector,70,1986-02-01,2016-01-01,0,0
34279,F,U,Unemployed,50,1977-06-01,2013-10-01,0,6
34280,M,M,Unemployed,20,1976-12-01,2013-02-01,4,0
34281,M,C,Private Sector,30,1988-04-01,2014-11-01,1,0
34282,M,U,Private Sector,30,1982-11-01,2015-12-01,0,1
34283,M,O,Private Sector,20,1993-04-01,2015-04-01,0,2
34284,M,U,Private Sector,70,1979-11-01,2014-05-01,3,0
34285,F,O,Self-employed,30,1986-10-01,2013-10-01,2,4
34286,M,C,Unemployed,70,1976-02-01,2014-02-01,5,6
34287,M,J,Self-employed,30,1984-01-01,2014-11-01,5,0
34288,F,M,Self-employed,30,1978-02-01,2015-07-01,5,5
34289,M,C,Self-employed,70,1984-03-01,2015-06-01,0,1
34290,F,U,Unemployed,20,1979-03-01,2014-11-01,5,2
34291,M,U,Public Sector,40,1974-09-01,2014-09-01,0,0
34292,M,C,Private Sector,40,1974-10-01,2015-03-01,3,0
34293,M,M,Unemployed,20,1989-10-01,2016-11-01,3,0
34294,M,O,Public Sector,20,1983-12-01,2018-02-01,0,0
34295,M,U,Private Sector,10,1978-12-01,2013-02-01,0,0
34296,M,M,Private Sector,60,1975-09-01,2014-06-01,0,2
34297,M,C,Unemployed,10,1983-05-01,2016-07-01,4,1
34298,M,J,Private Sector,50,1981-10-01,2016-07-01,5,0
34299,M,C,Private Sector,30,1981-01-01,2017-05-01,1,0
34300,M,U,Public Sector,10,1971-03-01,2013-03-01,1,6
34301,M,C,Public Sector,10,1987-12-01,2013-09-01,0,0
34302,M,J,Private Sector,20,1994-08-01,2013-11-01,5,2
34303,F,C,Private Sector,50,1980-06-01,2017-05-01,1,0
34304,F,M,Public Sector,60,1983-10-01,2013-11-01,0,1
34305,F,U,Unemployed,20,1986-06-01,2012-06-01,4,4
34306,F,O,Public Sector,30,1987-01-01,2014-03-01,0,0
34307,M,C,Public Sector,80,1980-03-01,2014-06-01,3,0
34308,M,C,Self-employed,30,1979-01-01,2012-08-01,3,5
34309,M,U,Public Sector,60,1983-09-01,2014-10-01,1,0
34310,M,U,Unemployed,40,1983-02-01,2012-03-01,2,1
